species,Genus,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Inference,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Selasphorus_rufus,Selasphorus,Trochilidae,Caprimulgiformes,20.4,15.4,1.6,1.7,2.5,40.7,28.2,13.9,67,29.8,3.5,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Selasphorus_sasin,Selasphorus,Trochilidae,Caprimulgiformes,20.2,16.2,1.9,1.9,4.7,40.4,26.2,15.1,63.4,25.8,3.4,Dunning,NO,Shrubland,Herbivore,Nectarivore,Aerial
Selasphorus_scintilla,Selasphorus,Trochilidae,Caprimulgiformes,14.1,11.4,1.5,1.5,3.4,33,22.8,10.4,68.5,24,2.2,Dunning,NO,Human Modified,Herbivore,Nectarivore,Aerial
Sephanoides_fernandensis,Sephanoides,Trochilidae,Caprimulgiformes,22.6,14.9,2.9,2,9.3,75.8,47,28.2,62.5,46.8,8.7,Dunning,NO,Forest,Herbivore,Nectarivore,Insessorial
Sephanoides_sephaniodes,Sephanoides,Trochilidae,Caprimulgiformes,22,15.7,2.1,2.1,7.4,60,38.3,21.9,63.6,36.8,5.2,Dunning,NO,Human Modified,Herbivore,Nectarivore,Aerial
Stephanoxis_lalandi,Stephanoxis,Trochilidae,Caprimulgiformes,17.2,13.6,1.8,1.8,4.7,48.2,29.3,19.4,60.2,30.4,4,Dunning,NO,Human Modified,Herbivore,Nectarivore,Aerial
Stephanoxis_loddigesii,Stephanoxis,Trochilidae,Caprimulgiformes,19.1,15.8,1.5,1.9,4.4,47.5,30.4,17,64.1,31,4,DataFromSplit,NO,Human Modified,Herbivore,Nectarivore,Aerial
Sternoclyta_cyanopectus,Sternoclyta,Trochilidae,Caprimulgiformes,34,29.4,3.5,2.9,5.8,69.8,43.2,26,62.5,46,8,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Taphrolesbia_griseiventris,Taphrolesbia,Trochilidae,Caprimulgiformes,22.8,18.1,2.4,1.8,6,78.2,50.6,27.6,64.8,84.5,8.9,EltonTraits_Model,NO,Shrubland,Herbivore,Nectarivore,Aerial
Taphrospilus_hypostictus,Taphrospilus,Trochilidae,Caprimulgiformes,25,19.9,3,2.3,6.3,67.1,42.9,24.2,64,37,7,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Thalurania_colombica,Thalurania,Trochilidae,Caprimulgiformes,20.4,17.6,2.3,1.5,4.1,52.3,34.9,16.2,68.2,33.1,4.5,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Thalurania_furcata,Thalurania,Trochilidae,Caprimulgiformes,24,17.8,2.2,2,4.8,54.6,35,19.7,64.1,37.8,4.2,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Thalurania_glaucopis,Thalurania,Trochilidae,Caprimulgiformes,22.8,18.2,2.3,2.2,3.9,54.9,34.2,20,63.1,36.3,4.8,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Thalurania_ridgwayi,Thalurania,Trochilidae,Caprimulgiformes,20.8,17.4,2.8,2.3,4.8,55.8,36.5,19.2,65.5,35.8,3.8,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Thalurania_watertonii,Thalurania,Trochilidae,Caprimulgiformes,23.1,19.9,2.3,2.2,3.8,54.5,34.8,19,64.6,51.8,4.6,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Thaumastura_cora,Thaumastura,Trochilidae,Caprimulgiformes,16,12.4,1.6,1.4,4,40.3,26,14.4,64.5,73.4,1.9,Dunning,NO,Shrubland,Herbivore,Nectarivore,Aerial
Threnetes_leucurus,Threnetes,Trochilidae,Caprimulgiformes,35,26.4,2.4,2.6,4.7,57.5,37.6,20,65.3,33.5,5.6,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Threnetes_niger,Threnetes,Trochilidae,Caprimulgiformes,33.4,27.2,2.5,2.9,4.3,58.8,37.5,21.4,63.8,33.4,5.6,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Threnetes_ruckeri,Threnetes,Trochilidae,Caprimulgiformes,33.4,27.3,3,2.5,5.3,56.6,34.5,21.2,62,36.3,5.2,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Tilmatura_dupontii,Tilmatura,Trochilidae,Caprimulgiformes,15.2,12.2,1.4,1.5,4.2,36,23.9,11.6,67.4,35.2,2.2,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Topaza_pella,Topaza,Trochilidae,Caprimulgiformes,30.3,21.3,2.8,3.1,5.8,75.1,47.5,27.6,63.3,74.1,12.1,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Topaza_pyra,Topaza,Trochilidae,Caprimulgiformes,30.4,22.2,2.9,3,5.3,75.8,49.5,26.2,65.4,70.5,12.1,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Trochilus_polytmus,Trochilus,Trochilidae,Caprimulgiformes,22.4,17.7,2.5,1.9,5.7,59,37,20.8,64,43.2,4.8,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Trochilus_scitulus,Trochilus,Trochilidae,Caprimulgiformes,23.2,18.2,2.5,1.6,6.7,65.2,43,22.5,65.7,39.2,4,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Urochroa_bougueri,Urochroa,Trochilidae,Caprimulgiformes,33.3,27.3,3.1,2.8,8.2,78.6,49.3,30.2,62,46.8,11.4,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Urochroa_leucura,Urochroa,Trochilidae,Caprimulgiformes,32.2,25,2.5,2.3,6.4,73.7,47.5,26.1,64.5,43.5,11.4,DataFromSplit,NO,Forest,Herbivore,Nectarivore,Aerial
Urosticte_benjamini,Urosticte,Trochilidae,Caprimulgiformes,20.7,18.4,1.9,1.6,5.1,50.6,32,18.8,63,36.4,3.9,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Urosticte_ruficrissa,Urosticte,Trochilidae,Caprimulgiformes,23,19.8,1.6,1.9,5.8,57,37.8,19.2,66.2,39.2,4.3,Dunning,NO,Forest,Herbivore,Nectarivore,Aerial
Cariama_cristata,Cariama,Cariamidae,Cariamiformes,65.9,37.6,14.9,18.3,205.8,357.1,38.2,320.3,10.7,296.4,1400,Dunning,NO,Shrubland,Carnivore,Invertivore,Terrestrial
Chunga_burmeisteri,Chunga,Cariamidae,Cariamiformes,59.2,29.4,14.1,16.1,144,300.3,32.1,268.2,10.7,305.7,1298,Dunning,NO,Woodland,Carnivore,Invertivore,Terrestrial
Cathartes_aura,Cathartes,Cathartidae,Cathartiformes,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,Dunning,NO,Human Modified,Scavenger,Scavenger,Terrestrial
Cathartes_burrovianus,Cathartes,Cathartidae,Cathartiformes,50.4,25.2,13.1,15.4,49,485.8,133.4,351.1,27.5,240.4,935,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Cathartes_melambrotus,Cathartes,Cathartidae,Cathartiformes,54.6,27.3,14.2,17.3,63.2,503,83.1,419.9,16.5,258,1373,Dunning,NO,Forest,Scavenger,Scavenger,Terrestrial
Coragyps_atratus,Coragyps,Cathartidae,Cathartiformes,60,35,14.8,16.1,76.1,410.1,58.4,352.6,14.3,180,1881.7,Dunning,NO,Human Modified,Omnivore,Scavenger,Terrestrial
Gymnogyps_californianus,Gymnogyps,Cathartidae,Cathartiformes,96.5,65.3,33.2,39,115.8,788,323.5,464.5,41.1,350.8,8442.7,Dunning,NO,Shrubland,Scavenger,Scavenger,Terrestrial
Sarcoramphus_papa,Sarcoramphus,Cathartidae,Cathartiformes,61.9,46,22.8,30.6,89.9,508.2,191.6,317.6,37.6,239,3400,Dunning,NO,Forest,Scavenger,Scavenger,Terrestrial
Vultur_gryphus,Vultur,Cathartidae,Cathartiformes,96.8,64.8,30.1,29.1,127.4,789.9,350.5,430.5,44.9,359.4,11236.1,Dunning,NO,Grassland,Scavenger,Scavenger,Terrestrial
Aethia_cristatella,Aethia,Alcidae,Charadriiformes,21.1,7.1,6.1,10.9,27.4,139.4,61,77.2,44.1,38,259.4,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Aethia_psittacula,Aethia,Alcidae,Charadriiformes,20.1,8.8,6.2,12.6,29.4,146.2,60.2,86.1,41.1,39,270,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Aethia_pusilla,Aethia,Alcidae,Charadriiformes,15,5.7,5,6.4,19,94.4,37.7,55.6,40.4,27,84,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Aethia_pygmaea,Aethia,Alcidae,Charadriiformes,15.9,6,4.9,7.3,22.6,112.2,45.8,66.4,40.8,31.2,112,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Alca_torda,Alca,Alcidae,Charadriiformes,42.8,21.1,9.2,23.1,32.4,209.3,116.5,88.5,56.8,94.7,726,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Alle_alle,Alle,Alcidae,Charadriiformes,20.2,11.5,7.6,8.3,20.1,115.8,59.5,56.2,51.3,34.3,180.7,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Brachyramphus_brevirostris,Brachyramphus,Alcidae,Charadriiformes,20.7,9.7,3.7,5.4,15.3,138,73.6,64.4,53.2,36.8,234,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Brachyramphus_marmoratus,Brachyramphus,Alcidae,Charadriiformes,24.9,14.4,4.1,5.8,15.2,123.5,72.2,51.2,58.4,31,220,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Brachyramphus_perdix,Brachyramphus,Alcidae,Charadriiformes,31.3,18.1,4.6,6.5,17,134.6,78.8,55,58.9,31.8,220,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Cepphus_carbo,Cepphus,Alcidae,Charadriiformes,47.8,28.4,6.4,11,35.5,192.2,81,111.3,42.1,52.8,490,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Cepphus_columba,Cepphus,Alcidae,Charadriiformes,36.5,22.4,6.1,9.9,32,173.4,69.2,103.5,40.1,46.4,530,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Cepphus_grylle,Cepphus,Alcidae,Charadriiformes,38.1,22.4,5.9,9.5,29.8,154,66.5,87.5,43.1,51,378,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Cerorhinca_monocerata,Cerorhinca,Alcidae,Charadriiformes,48.5,25.5,8.5,17.6,29.4,178.8,92.9,85.8,52,51.2,482.2,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Fratercula_arctica,Fratercula,Alcidae,Charadriiformes,51,19.7,8.7,30.1,27.9,163.6,83.8,78.5,51.6,46.4,593,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Fratercula_cirrhata,Fratercula,Alcidae,Charadriiformes,56,26.4,10.8,36.1,33.4,194.1,96.6,94.9,50.5,57,774.4,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Fratercula_corniculata,Fratercula,Alcidae,Charadriiformes,51,16.8,7.3,31.6,32.1,185.5,96.8,88.4,52.3,63.3,536.1,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Ptychoramphus_aleuticus,Ptychoramphus,Alcidae,Charadriiformes,24,13.2,6.6,8.5,23.5,121,49.2,71.8,40.7,32.2,184,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Synthliboramphus_antiquus,Synthliboramphus,Alcidae,Charadriiformes,23.6,12.7,5,7.1,25.9,135.5,70.2,65.2,51.9,35.5,217.7,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Synthliboramphus_craveri,Synthliboramphus,Alcidae,Charadriiformes,23.6,17.7,4.1,5.6,22.4,119.5,55,63,46.6,36.5,151,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Synthliboramphus_hypoleucus,Synthliboramphus,Alcidae,Charadriiformes,26.5,16.6,4.3,6.3,23,119.7,58.3,61.3,48.8,39.2,167,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Synthliboramphus_scrippsi,Synthliboramphus,Alcidae,Charadriiformes,28.9,16.6,4.8,6.8,24.4,120,60.5,59.5,50.5,31,167,DataFromSplit,NO,Marine,Carnivore,Aquatic predator,Aquatic
Synthliboramphus_wumizusume,Synthliboramphus,Alcidae,Charadriiformes,23.4,13.4,5,7.4,24,120.2,59.5,60.8,49.5,50,198,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Uria_aalge,Uria,Alcidae,Charadriiformes,56.8,37.3,8.1,13.3,35.9,196.3,111.2,82.2,57.5,49.8,991.9,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Uria_lomvia,Uria,Alcidae,Charadriiformes,49.3,27.3,8.6,14.3,33.2,206.8,106.8,99.2,51.9,44.4,964,Dunning,NO,Marine,Carnivore,Aquatic predator,Aquatic
Burhinus_bistriatus,Burhinus,Burhinidae,Charadriiformes,49.8,25.4,10.4,12.2,110.2,241.8,105.7,136.1,43.6,119.5,787,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Burhinus_capensis,Burhinus,Burhinidae,Charadriiformes,41,19,8.1,8.8,97.2,224.8,95.6,129.2,42.6,111.2,423,Dunning,NO,Shrubland,Carnivore,Invertivore,Terrestrial
Burhinus_grallarius,Burhinus,Burhinidae,Charadriiformes,57.1,25.4,10.5,10.7,131.5,290.8,127.6,159.9,44.4,174.2,648.1,Dunning,NO,Woodland,Carnivore,Invertivore,Terrestrial
Burhinus_indicus,Burhinus,Burhinidae,Charadriiformes,41.5,20.9,8,9.3,73.2,204.2,95.3,109,46.7,98.2,307,Updated_literature,NO,Grassland,Carnivore,Invertivore,Terrestrial
Burhinus_oedicnemus,Burhinus,Burhinidae,Charadriiformes,43.1,20.6,8.1,9.1,75.1,233.4,111.5,122.2,47.7,116.6,459,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Burhinus_senegalensis,Burhinus,Burhinidae,Charadriiformes,45.8,24,7.8,9.7,73.6,207.2,90.3,117,43.5,103.2,326,Dunning,NO,Wetland,Carnivore,Invertivore,Terrestrial
Burhinus_superciliaris,Burhinus,Burhinidae,Charadriiformes,40.6,19.2,8.2,8.8,94.7,221.2,94.5,125.2,43,107.6,480,Updated_literature,NO,Grassland,Carnivore,Invertivore,Terrestrial
Burhinus_vermiculatus,Burhinus,Burhinidae,Charadriiformes,43.2,22.1,7.4,9.9,72.7,195.8,76.7,116.6,39.7,104.8,320,Dunning,NO,Wetland,Carnivore,Invertivore,Terrestrial
Esacus_magnirostris,Esacus,Burhinidae,Charadriiformes,76.4,46.2,13.1,19.5,89.2,271,114,156.3,42.2,116,1015.9,Dunning,NO,Coastal,Carnivore,Invertivore,Terrestrial
Esacus_recurvirostris,Esacus,Burhinidae,Charadriiformes,75.4,48.7,10.3,15.4,85.5,256.5,115.2,141.2,45,105.2,790,Dunning,NO,Riverine,Carnivore,Invertivore,Terrestrial
Anarhynchus_frontalis,Anarhynchus,Charadriidae,Charadriiformes,31.7,20.3,3.4,3.8,31.6,119.8,65.2,53.8,54.8,45.7,57.6,Dunning,NO,Riverine,Carnivore,Aquatic predator,Terrestrial
Charadrius_alexandrinus,Charadrius,Charadriidae,Charadriiformes,16.3,10.8,3.1,3.1,26.5,106.2,59.2,48.5,55,44.2,42.3,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_alticola,Charadrius,Charadriidae,Charadriiformes,16.7,9.5,2.7,3.2,27.4,117.5,57.2,60.2,48.7,48,44.9,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_aquilonius,Charadrius,Charadriidae,Charadriiformes,27.5,17.3,5.3,6.5,39,160.4,69.4,91,43.2,68.7,146,DataFromSplit,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_asiaticus,Charadrius,Charadriidae,Charadriiformes,22.9,15.7,3.6,4.2,37.1,140.6,81.8,59,58,54,77.1,Dunning,NO,Desert,Carnivore,Omnivore,Terrestrial
Charadrius_bicinctus,Charadrius,Charadriidae,Charadriiformes,19.2,13.2,3.4,3.8,30.6,127.4,68.8,58.2,54.1,55.8,59.4,Dunning,NO,Riverine,Carnivore,Aquatic predator,Terrestrial
Charadrius_bifrontatus,Charadrius,Charadriidae,Charadriiformes,19.6,11.3,3.5,3.9,24.7,108.9,50,58.9,45.9,61,31.2,DataFromSplit,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_collaris,Charadrius,Charadriidae,Charadriiformes,17.3,11.4,3.3,3.8,25.9,95.6,47,47.2,49.9,44.8,28.3,Dunning,NO,Riverine,Carnivore,Aquatic predator,Terrestrial
Charadrius_dealbatus,Charadrius,Charadriidae,Charadriiformes,19.4,10.8,3.3,3.8,25.6,107.7,57.3,50.4,53.2,44.8,42.3,DataFromSplit,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_dubius,Charadrius,Charadriidae,Charadriiformes,16.1,9.3,2.6,3.1,23.2,114.8,57.2,55,51,55.6,38.7,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_falklandicus,Charadrius,Charadriidae,Charadriiformes,20.1,12.5,3.4,3.6,28.4,126,65.5,59.8,52.3,50.4,65,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_forbesi,Charadrius,Charadriidae,Charadriiformes,18.7,11.3,3.4,4.1,29.5,124.2,61.5,61.5,50,65.8,31.2,Inferred,YES,Wetland,Carnivore,Invertivore,Terrestrial
Charadrius_hiaticula,Charadrius,Charadriidae,Charadriiformes,16.1,8.3,3.3,3.7,25.3,126,69.1,56.3,53.5,60.2,64,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_javanicus,Charadrius,Charadriidae,Charadriiformes,16.5,10.4,3,3.4,25,98.8,49.6,49.2,50.2,38.2,42.3,Inferred,YES,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_leschenaultii,Charadrius,Charadriidae,Charadriiformes,26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,53.1,49.8,74.8,Dunning,NO,Grassland,Carnivore,Aquatic predator,Terrestrial
Charadrius_marginatus,Charadrius,Charadriidae,Charadriiformes,18.7,10.8,3,3.5,25.7,109,53.5,56.2,48.8,49.6,48.3,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_melodus,Charadrius,Charadriidae,Charadriiformes,15,7.9,3.7,4,22.1,115.4,62.8,52.5,54.5,49.6,54.4,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_modestus,Charadrius,Charadriidae,Charadriiformes,20.8,15.7,4,4.3,34.1,141.4,75.5,66,53.4,64.2,78,Dunning,NO,Grassland,Carnivore,Aquatic predator,Terrestrial
Charadrius_mongolus,Charadrius,Charadriidae,Charadriiformes,18,11.4,4,4.2,29.8,128.8,75.8,53.8,58.5,52.8,64,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_montanus,Charadrius,Charadriidae,Charadriiformes,23.4,17,4,4.1,39.4,145.6,79.2,67,54.1,62.8,95.7,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Charadrius_nivosus,Charadrius,Charadriidae,Charadriiformes,16.8,9.8,2.9,3.3,23.7,102.5,54.8,47.8,53.4,39.8,42.3,Updated_literature,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_obscurus,Charadrius,Charadriidae,Charadriiformes,31,18.9,4.8,6.1,37.2,168.8,88.8,80,52.6,64.8,146,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_pallidus,Charadrius,Charadriidae,Charadriiformes,15.3,10,3.1,3.4,26.8,90.4,44,45.8,49,36.2,34.8,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_pecuarius,Charadrius,Charadriidae,Charadriiformes,18.4,10.4,3.2,3.3,29.9,102.2,54.2,49.2,52.4,45,34,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_peronii,Charadrius,Charadriidae,Charadriiformes,16.7,10.2,3.4,3.9,27.5,99.2,44.8,54.5,45.1,37.8,42,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_placidus,Charadrius,Charadriidae,Charadriiformes,22.5,12.8,3.3,4,30,137.8,71.8,67,51.7,69,62.7,Dunning,NO,Riverine,Carnivore,Aquatic predator,Terrestrial
Charadrius_ruficapillus,Charadrius,Charadriidae,Charadriiformes,15.7,8.8,2.6,3,24.9,99.2,51.5,46.2,52.7,38.6,37.4,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Charadrius_sanctaehelenae,Charadrius,Charadriidae,Charadriiformes,23.2,13.8,3.7,3.8,38.4,111.4,44.2,66,40.1,51,48.7,Updated_literature,NO,Grassland,Carnivore,Invertivore,Terrestrial
Charadrius_semipalmatus,Charadrius,Charadriidae,Charadriiformes,14.5,8.5,3.2,3.7,22.9,118.4,65,51,56,51.8,46.7,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_thoracicus,Charadrius,Charadriidae,Charadriiformes,19.6,11.6,3.4,3.5,30.6,104.2,51,53.2,49,45.5,11.5,Dunning,NO,Coastal,Carnivore,Invertivore,Terrestrial
Charadrius_tricollaris,Charadrius,Charadriidae,Charadriiformes,16.5,10,2.6,3.2,23.7,109,51.5,57.8,47.1,60.8,31.2,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Charadrius_veredus,Charadrius,Charadriidae,Charadriiformes,23.9,16.1,3.7,4.3,44,158.6,92.5,64.5,58.9,57.2,95,Dunning,NO,Wetland,Carnivore,Omnivore,Terrestrial
Charadrius_vociferus,Charadrius,Charadriidae,Charadriiformes,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,52.6,85.8,96.4,Dunning,NO,Wetland,Carnivore,Omnivore,Terrestrial
Charadrius_wilsonia,Charadrius,Charadriidae,Charadriiformes,22.9,14.1,4.6,5.8,28,117.4,62.5,54.2,53.5,45.2,55.1,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Elseyornis_melanops,Elseyornis,Charadriidae,Charadriiformes,17.3,10.2,3,3.6,24.8,107.8,49.3,58.2,45.8,55.8,33,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Erythrogonys_cinctus,Erythrogonys,Charadriidae,Charadriiformes,24.1,16.4,3.4,4.3,39,110.2,46.5,63.8,42.2,46.5,51.4,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Eudromias_morinellus,Eudromias,Charadriidae,Charadriiformes,18.8,11.2,3.5,4.3,35.6,147.4,81.8,64.5,55.9,66.3,108.2,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Hoploxypterus_cayanus,Hoploxypterus,Charadriidae,Charadriiformes,26.6,14.9,4.4,4.8,46.9,143,62.9,80.1,43.9,59.8,75.8,Dunning,NO,Riverine,Carnivore,Aquatic predator,Terrestrial
Oreopholus_ruficollis,Oreopholus,Charadriidae,Charadriiformes,33.2,18.9,3.7,3.6,49.3,162.7,89,71.2,55.6,76.6,131,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Peltohyas_australis,Peltohyas,Charadriidae,Charadriiformes,20.3,10.3,4.4,4.1,33,136.4,69.5,66,51.3,63.8,83.5,Dunning,NO,Grassland,Herbivore,Omnivore,Terrestrial
Phegornis_mitchellii,Phegornis,Charadriidae,Charadriiformes,29.3,19.4,2.6,2.9,22.8,109,41.4,66.6,38.3,48.4,35.5,Dunning,NO,Grassland,Carnivore,Aquatic predator,Terrestrial
Pluvialis_apricaria,Pluvialis,Charadriidae,Charadriiformes,25,14.8,3.7,4.9,38,181.2,104.2,77.2,57.4,70.2,214,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Pluvialis_dominica,Pluvialis,Charadriidae,Charadriiformes,26.3,15.6,3.8,5.1,39.9,181.8,109.4,77.2,58.7,65.8,151.5,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Pluvialis_fulva,Pluvialis,Charadriidae,Charadriiformes,25.2,15.2,4.2,5.2,40.2,159,94.8,65,59.3,58.4,134.9,Dunning,NO,Grassland,Carnivore,Omnivore,Terrestrial
Pluvialis_squatarola,Pluvialis,Charadriidae,Charadriiformes,32,19.2,5.1,7,44.5,184.4,110,73.2,60.1,71.4,250,Dunning,NO,Grassland,Carnivore,Aquatic predator,Terrestrial
Thinornis_cucullatus,Thinornis,Charadriidae,Charadriiformes,21,10.6,3.3,4.3,25.2,138,71.8,66.2,52,60,100,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Thinornis_novaeseelandiae,Thinornis,Charadriidae,Charadriiformes,26.6,16.3,2.9,3.9,22.3,117.4,58.2,58.1,50,59.8,61,Dunning,NO,Coastal,Carnivore,Aquatic predator,Terrestrial
Vanellus_albiceps,Vanellus,Charadriidae,Charadriiformes,37.2,20.3,6,6.7,75.8,218.5,85.9,132.6,39.3,99.2,192,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Vanellus_armatus,Vanellus,Charadriidae,Charadriiformes,33.2,18.1,4.6,5.5,73.3,203.6,82,121.3,40.4,79.2,156,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Vanellus_chilensis,Vanellus,Charadriidae,Charadriiformes,35.1,19.2,6.4,7.1,74.6,226,72.7,153.7,31,101.3,327,Dunning,NO,Grassland,Carnivore,Omnivore,Terrestrial
Vanellus_cinereus,Vanellus,Charadriidae,Charadriiformes,38.9,21.3,5.9,7.3,77.8,239.8,108.1,130.9,45.2,102.6,270,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Vanellus_coronatus,Vanellus,Charadriidae,Charadriiformes,31.8,16.1,4,5.2,69.5,197.2,78.4,118.3,39.9,85.2,165,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Vanellus_crassirostris,Vanellus,Charadriidae,Charadriiformes,37.9,21.4,6.1,7.2,76.7,209.4,75.1,132.8,36.2,95,170,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Vanellus_duvaucelii,Vanellus,Charadriidae,Charadriiformes,33.7,17.6,4.4,5.3,65.1,194.4,76,117.7,39.3,85.8,143,Dunning,NO,Riverine,Carnivore,Aquatic predator,Terrestrial
Vanellus_gregarius,Vanellus,Charadriidae,Charadriiformes,34.4,17.6,4.6,5.5,60.9,200.2,97.3,100.5,49.2,80.4,224.5,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Vanellus_indicus,Vanellus,Charadriidae,Charadriiformes,34.7,19.1,5.3,5.4,74.2,208.8,90.6,119,43.2,104,181,Dunning,NO,Wetland,Carnivore,Invertivore,Terrestrial
Vanellus_leucurus,Vanellus,Charadriidae,Charadriiformes,33.5,19.1,4.1,5.1,70.5,171.4,70,101.7,40.8,74.4,132,Dunning,NO,Wetland,Carnivore,Aquatic predator,Terrestrial
Vanellus_lugubris,Vanellus,Charadriidae,Charadriiformes,25.4,13.1,4.4,5,59.5,172.2,78.4,93.8,45.5,64,122,Dunning,NO,Grassland,Carnivore,Invertivore,Terrestrial
Vanellus_macropterus,Vanellus,Charadriidae,Charadriiformes,39.5,20.7,6,6.3,88.8,242.5,103.2,139.3,42.5,82.5,325,Updated_literature,NO,NA,NA,NA,Terrestrial
