species,Order,Family,Genus,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,ExtinctionPeriodMap,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Rallidae_sp_EasterIsland,Gruiformes,Rallidae,Rallidae,GRUIFORMES,Rallidae,NA,31.05,17.04,4.42,7.64,41.49,126.67,21.74,52.68,171,EX_A,EX_Other,EX_Other,Yes,Easter Island,-27.098473,-109.357475,NA,NA,NA,NA,NA,NA
Rallus_adolfocaesaris,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,40.41,24.44,3.63,6.51,34.59,114.34,24.57,44.49,142.28,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Rallus_carvaoensis,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,38.96,23.27,3.46,6.37,32.98,111.01,23.6,40.19,126.14,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Rallus_cyanocavi,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,45.38,27.34,4.03,7.4,38.58,129.36,27.58,48.52,191.78,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Rallus_eivissensis,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,41.51,25.25,3.68,6.59,34.92,111.69,25.41,40.86,148.01,EX_A,EX_Other,EX_Other,Yes,Balearic Islands,39.004513,1.454337,NA,NA,NA,NA,NA,NA
Rallus_gracilipes,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,50.08,30.21,4.33,7.92,44.02,144.41,30.61,53.69,234.92,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Rallus_ibycus,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,40.62,24.53,3.64,6.46,33.29,117.03,25.09,43.02,131.37,EX_U,EX_Other,EX_Other,Yes,Bermuda,32.312663,-64.741509,NA,NA,NA,NA,NA,NA
Rallus_lowei,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,41.12,24.97,3.72,6.9,35.18,113.68,23.93,43.17,160.8,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Rallus_montivagorum,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,40.18,24.41,3.57,6.48,34.68,109.87,25.13,40.12,143.9,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Rallus_nanus,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,34.85,21.34,3.2,5.69,28.97,97.97,21.86,36.77,96.26,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Rallus_natator,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,58.18,34.3,4.72,8.79,55.78,165.43,31.85,62.79,314.8,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Rallus_recessus,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,48.34,29.06,4.27,7.9,41.51,139.01,29.91,52.73,236.67,EX_U,EX_Other,EX_Other,Yes,Bermuda,32.312663,-64.741509,NA,NA,NA,NA,NA,NA
Rallus_sp_Caicos,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,43.77,26.37,3.82,6.92,38.45,125.8,26.95,47.08,162.1,EX_A,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Rallus_sp_Graciosa,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,42.6,25.68,3.72,6.76,36.92,121.81,26.83,45.02,151.35,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Rallus_sp_LongIsland,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,43.78,26.32,3.82,6.91,38.36,125.66,27.15,46.83,162.1,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Rallus_sp_Madeira,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,45.55,27.31,3.97,7.25,39.44,130.69,27.69,48.86,182.1,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Rallus_sp_SantaMaria,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,42.52,25.6,3.74,6.76,37.49,121.67,25.93,46.61,156.16,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Rallus_sp_Terceira,Gruiformes,Rallidae,Rallus,GRUIFORMES,Rallidae,Rallus,40.15,24.15,3.54,6.43,35.13,114.59,24.99,42.74,135.43,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Raphus_cucullatus,Columbiformes,Columbidae,Raphus,COLUMBIFORMES,Columbidae,Extinct,120.28,75.16,25.65,38.97,105.22,595.17,114.94,465.29,12450,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Rhodacanthis_flaviceps,Passeriformes,Fringillidae,Rhodacanthis,PASSERIFORMES,Fringillidae,Extinct,20.45,14.45,9.2,13.15,22.98,91.4,21.1,54.8,46.75,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Rhodacanthis_forfex,Passeriformes,Fringillidae,Rhodacanthis,PASSERIFORMES,Fringillidae,Extinct,22.12,15.49,9.25,12.02,24.65,99.56,22.86,64.03,50.68,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Rhodacanthis_litotes,Passeriformes,Fringillidae,Rhodacanthis,PASSERIFORMES,Fringillidae,Extinct,20.85,14.57,8.92,11.59,23.79,96.39,22.31,61.88,46.5,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Rhodacanthis_palmeri,Passeriformes,Fringillidae,Rhodacanthis,PASSERIFORMES,Fringillidae,Extinct,22.15,15.9,10.8,13.88,25.65,104.35,24.7,64.5,58.58,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Rhynochetos_orarius,Eurypygiformes,Rhynochetidae,Rhynochetos,EURYPYGIFORMES,Rhynochetidae,Rhynochetos,55.89,35.77,9.51,17.41,29.66,189.28,35.25,129.91,984.17,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Riccordia_elegans,Caprimulgiformes,Trochilidae,Riccordia,APODIFORMES,Trochilidae,Chlorostilbon,21.66,18.8,2.08,1.97,4.77,52.5,32.23,37.74,4.12,EX_IUCN,EX_IUCN,EX_IUCN,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Sarcoramphus_fisheri,Cathartiformes,Cathartidae,Sarcoramphus,ACCIPITRIFORMES,Cathartidae,Sarcoramphus,67.08,40.07,20.9,25.08,84.43,484.78,167.67,237.75,2982.19,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Ninox_albifacies,Strigiformes,Strigidae,Ninox,STRIGIFORMES,Strigidae,Ninox,31.38,15.73,9.54,13.68,69.17,252,69.52,138.5,600,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Scolopax_anthonyi,Charadriiformes,Scolopacidae,Scolopax,CHARADRIIFORMES,Scolopacidae,Scolopax,71.74,54.4,5.78,9.34,36.1,140.72,46.06,63.07,268.65,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Scolopax_brachycarpa,Charadriiformes,Scolopacidae,Scolopax,CHARADRIIFORMES,Scolopacidae,Scolopax,75.22,55.96,5.89,9.58,37.44,156.35,46.42,69.24,258.48,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Scolopax_sp_LongIsland,Charadriiformes,Scolopacidae,Scolopax,CHARADRIIFORMES,Scolopacidae,Scolopax,71.94,53.91,5.68,9.04,36.14,150.75,46.91,65.49,221.5,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Scytalopus_sp_Cuba,Passeriformes,Rhinocryptidae,Scytalopus,PASSERIFORMES,Rhinocryptidae,Scytalopus,16.02,8.3,3.61,4.29,25.86,63.8,5.62,49.98,30.87,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Siphonorhis_daiquiri,Caprimulgiformes,Caprimulgidae,Siphonorhis,CAPRIMULGIFORMES,Caprimulgidae,Siphonorhis,17.36,8.26,6.68,4.21,20.77,141.33,39.61,111.14,49.93,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Spizaetus_grinnelli,Accipitriformes,Accipitridae,Spizaetus,ACCIPITRIFORMES,Accipitridae,Spizaetus,45.58,26.73,13.77,21.94,87.67,396,92.85,284.68,1178.53,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Spizaetus_willetti,Accipitriformes,Accipitridae,Spizaetus,ACCIPITRIFORMES,Accipitridae,Spizaetus,48.59,28.57,14.66,23.73,92.35,420.83,98.12,304.86,1460.52,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Steganopus_graui,Charadriiformes,Scolopacidae,Steganopus,CHARADRIIFORMES,Scolopacidae,Steganopus,29.39,18.88,3.19,4.16,24.58,123.01,67.93,54.84,58.85,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Stephanoaetus_mahery,Accipitriformes,Accipitridae,Stephanoaetus,ACCIPITRIFORMES,Accipitridae,Stephanoaetus,58.08,35.03,17.78,28.65,98.69,487.42,122.65,340.15,3146.91,EX_A,EX_Other,EX_Other,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Struthio_anderssoni,Struthioniformes,Struthionidae,Struthio,STRUTHIONIFORMES,Struthionidae,Struthio,129.85,41.81,38.76,27.96,553.65,380.85,0.55,318.82,258000,EX_A,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Sylviornis_neocaledoniae,Galliformes,Sylviornithidae,Sylviornis,GALLIFORMES,Extinct,Extinct,97.58,50.44,24.61,37.04,172.14,598.54,55.09,428.99,40000,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Syrigma_sanctimartini,Pelecaniformes,Ardeidae,Syrigma,PELECANIFORMES,Ardeidae,Syrigma,72.06,48.2,10.58,13.81,79.62,274.86,83.52,106.52,463,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Tachornis_uranoceles,Caprimulgiformes,Apodidae,Tachornis,APODIFORMES,Apodidae,Tachornis,5.18,2.31,1.85,1.58,6.72,82.59,54.08,48.65,8.22,EX_U,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Tachybaptus_rufolavatus,Podicipediformes,Podicipedidae,Tachybaptus,PODICIPEDIFORMES,Podicipedidae,Tachybaptus,28.3,16,4.35,6.25,34.38,87,30.38,24.25,200.61,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Tachycineta_speleodytes,Passeriformes,Hirundinidae,Tachycineta,PASSERIFORMES,Hirundinidae,Tachycineta,10.71,5.5,3.93,2.98,11.35,101.34,54.89,59.35,18.43,EX_U,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Tadorna_sp_Chatham,Anseriformes,Anatidae,Tadorna,ANSERIFORMES,Anatidae,Tadorna,53.32,31.75,18.89,16.3,62.3,339.38,158.12,125.52,1695,EX_A,EX_Other,EX_Other,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Talpanas_lippa,Anseriformes,Anatidae,Talpanas,ANSERIFORMES,Anatidae,Extinct,38.99,23.89,14.68,12.57,36.2,213.26,94.9,77.11,758.63,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Telespiza_aff.ypsilon,Passeriformes,Fringillidae,Telespiza,PASSERIFORMES,Fringillidae,Telespiza,11.02,7.47,5.59,7.55,17.99,62.13,13.11,49.02,18.63,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Telespiza_persecutrix,Passeriformes,Fringillidae,Telespiza,PASSERIFORMES,Fringillidae,Telespiza,14.21,9.65,6.56,8.95,21.2,72.87,14.72,58.12,27.86,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Telespiza_ypsilon,Passeriformes,Fringillidae,Telespiza,PASSERIFORMES,Fringillidae,Telespiza,13.72,9.25,6.34,8.69,20.8,71.66,14.67,57.05,26.87,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Teratornis_merriami,Cathartiformes,Teratornithidae,Teratornis,ACCIPITRIFORMES,Extinct,Extinct,115.34,69.08,28.57,37.3,138.85,794.03,201.87,485.85,15000,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Teratornis_woodburnensis,Cathartiformes,Teratornithidae,Teratornis,ACCIPITRIFORMES,Extinct,Extinct,110.04,65.73,27.12,35.34,133.56,755.96,192.53,462.12,11578.78,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Tetrastes_daliannsis,Galliformes,Phasianidae,Tetrastes,GALLIFORMES,Phasianidae,Bonasa,26.91,13.67,8.45,9.11,46.86,184.38,42.45,115.04,508.1,EX_A,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Thambetochen_chauliodous,Anseriformes,Anatidae,Thambetochen,ANSERIFORMES,Anatidae,Extinct,96.15,64.64,34.15,27.31,82.36,383.74,104.96,194.85,6225.5,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Thambetochen_xanion,Anseriformes,Anatidae,Thambetochen,ANSERIFORMES,Anatidae,Extinct,96.76,63.57,33.83,28.7,83.74,424.56,130.87,193.1,8425.1,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Theristicus_wetmorei,Pelecaniformes,Threskiornithidae,Theristicus,PELECANIFORMES,Threskiornithidae,Theristicus,142.53,110.41,13.94,18.12,79.4,375.19,138.91,176.32,1496,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Thinocorus_koepckeae,Charadriiformes,Thinocoridae,Thinocorus,CHARADRIIFORMES,Thinocoridae,Thinocorus,14.41,7.89,4.82,5.43,18.74,121.39,54.09,54.03,70.23,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Threskiornis_solitarius,Pelecaniformes,Threskiornithidae,Threskiornis,PELECANIFORMES,Threskiornithidae,Threskiornis,163.01,130.28,16.64,24.58,93.81,369.48,140.96,147.16,1934.53,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Titanohierax_gloveralleni,Accipitriformes,Accipitridae,Titanohierax,ACCIPITRIFORMES,Accipitridae,Extinct,64.82,38.91,19.6,30.22,103.95,557.22,183.44,343.13,7300,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Todiramphus_cinnamominus,Coraciiformes,Alcedinidae,Todiramphus,CORACIIFORMES,Alcedinidae,Todiramphus,44.4,36.1,13.3,11.7,16.8,94,19,70,62.2,EW,EW,EX_IUCN,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Traversia_lyalli,Passeriformes,Acanthisittidae,Traversia,PASSERIFORMES,Acanthisittidae,Extinct,14.79,8.06,3.06,3.3,21.92,47.05,5.6,25.24,20.54,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Tribonyx_hodgenorum,Gruiformes,Rallidae,Tribonyx,GRUIFORMES,Rallidae,Gallinula,24.87,12.45,5.17,8.3,45.57,150.41,28.95,69.81,280,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Tringa_ameghini,Charadriiformes,Scolopacidae,Tringa,CHARADRIIFORMES,Scolopacidae,Tringa,45.34,29.95,3.49,4.86,38.81,146.57,75.5,58.65,89.3,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Turdus_ravidus,Passeriformes,Turdidae,Turdus,PASSERIFORMES,Turdidae,Turdus,29.14,17.54,5.76,7.6,38.92,128.25,27.1,128,102.16,EX_IUCN,EX_IUCN,EX_IUCN,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Turdus_sp_Graciosa,Passeriformes,Turdidae,Turdus,PASSERIFORMES,Turdidae,Turdus,24.25,13.96,5.2,6.28,32.92,115.93,24.64,95.94,73.92,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Turdus_sp_Canaries,Passeriformes,Turdidae,Turdus,PASSERIFORMES,Turdidae,Turdus,23.31,13.54,5.12,6.11,30.82,118.05,28.69,94.61,69.18,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Turdus_sp_Madeira,Passeriformes,Turdidae,Turdus,PASSERIFORMES,Turdidae,Turdus,30.06,17.41,6.4,7.96,39.29,149.44,34.1,116.19,143,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Turnagra_capensis,Passeriformes,Oriolidae,Turnagra,PASSERIFORMES,Oriolidae,Extinct,25.01,13.16,7.55,9.91,37.83,120.75,21.88,114.62,108.26,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Turnagra_tanagra,Passeriformes,Oriolidae,Turnagra,PASSERIFORMES,Oriolidae,Extinct,28.89,16.33,8.62,12.59,39.51,112,24.61,109,132.42,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Turnix_sp_Timor,Charadriiformes,Turnicidae,Turnix,CHARADRIIFORMES,Turnicidae,Turnix,14.48,7.69,3.31,4.95,21.77,84.19,25.18,33.06,62.67,EX_A,EX_Other,EX_Other,Yes,Lesser Sunda Islands,-8.53635,119.394501,NA,NA,NA,NA,NA,NA
Tympanuchus_ceres,Galliformes,Phasianidae,Tympanuchus,GALLIFORMES,Phasianidae,Tympanuchus,25.48,12.82,9.03,9.67,44.58,214.35,71.93,109.78,780.06,EX_U,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Tyto_cavatica,Strigiformes,Tytonidae,Tyto,STRIGIFORMES,Tytonidae,Tyto,32.81,18.07,8.54,14.53,62.71,253.06,73.99,110.42,449.7,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Tyto_cravesae,Strigiformes,Tytonidae,Tyto,STRIGIFORMES,Tytonidae,Tyto,42.21,23.33,10.86,19.33,81.73,324.47,85.02,139.07,949.99,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
