species,Order,Family,Genus,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,ExtinctionPeriodMap,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Buteogallus_milleri,Accipitriformes,Accipitridae,Buteogallus,ACCIPITRIFORMES,Accipitridae,Buteogallus,43.62,25.12,13.34,20.65,92.27,358.07,105.92,209.16,1100,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Buteogallus_terrestris,Accipitriformes,Accipitridae,Buteogallus,ACCIPITRIFORMES,Accipitridae,Buteogallus,45.94,25.9,13.89,21.49,97.28,373.12,109.4,209.46,1183.19,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Cabalus_modestus,Gruiformes,Rallidae,Cabalus,GRUIFORMES,Rallidae,Extinct,38.25,19.44,3.12,5.08,29.01,84.6,20.7,34.5,95.76,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Cacatua_sp_NewCaledonia,Psittaciformes,Cacatuidae,Cacatua,PSITTACIFORMES,Psittacidae,Cacatua,42.2,32.35,19.08,36.52,26.16,255.52,91.02,146.2,535,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Cacatua_sp_NewIreland,Psittaciformes,Cacatuidae,Cacatua,PSITTACIFORMES,Psittacidae,Cacatua,40.73,31.13,18.49,35.27,25.4,247.74,89.1,141.6,485,EX_A,EX_Other,EX_Other,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Caloenas_canacorum,Columbiformes,Columbidae,Caloenas,COLUMBIFORMES,Columbidae,Caloenas,30.2,14.95,5.56,7.81,41.24,238.74,85.15,135.75,570.75,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Caloenas_maculata,Columbiformes,Columbidae,Caloenas,COLUMBIFORMES,Columbidae,Caloenas,20,11.65,4.74,6.55,33,225,79.57,126,374.53,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Camptorhynchus_labradorius,Anseriformes,Anatidae,Camptorhynchus,ANSERIFORMES,Anatidae,Extinct,47.3,31.23,20.23,15.54,35.25,213,111.85,77.67,895.83,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Capellirallus_karamu,Gruiformes,Rallidae,Capellirallus,GRUIFORMES,Rallidae,Extinct,33.31,18.77,4.73,8.41,42.54,127.98,18.63,55.04,240,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Caprimulgus_piurensis,Caprimulgiformes,Caprimulgidae,Caprimulgus,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus,13.79,6.14,4.02,2.49,14.34,137.52,59.51,87.37,34.01,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara_creightoni,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,45.8,28.65,15.77,23.8,76.47,336.72,117.79,182.22,1035.78,EX_A,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA
Caracara_latebrosus,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,45.81,28.45,15.63,23.49,76.7,348.9,126.51,203.06,1078.6,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Caracara_lutosa,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,45.27,28.25,14.55,22.5,80.8,400.5,177,235,1167.99,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Windward and Leeward Islands,14.603884,-61.00752,NA,NA,NA,NA,NA,NA
Caracara_major,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,69.14,43.36,22.94,36.12,112.44,520.33,179.47,303.08,3862,EX_U,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara_seymouri,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,42.15,26.49,14.79,22.08,70.22,323.06,122.57,188.74,962,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara_sp_Argentina,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,67.3,42.18,22.39,35.27,111.13,506.4,171.38,299.65,4575,EX_U,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Caracara_sp_Caicos,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,45.69,28.36,15.66,23.49,76.69,347.97,125.79,202.58,1078.6,EX_A,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Caracara_sp_GranCayman,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,48.43,30.08,16.47,24.82,80.8,368.29,133.43,214.98,1274.3,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Caracara_tellustris,Falconiformes,Falconidae,Caracara,FALCONIFORMES,Falconidae,Caracara,62.71,38.97,20.58,32.06,105.56,473.6,161.15,277.77,3700,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Carpodacus_ferreorostris,Passeriformes,Fringillidae,Carpodacus,PASSERIFORMES,Fringillidae,Carpodacus,32.95,21.92,15.15,24.42,30.32,109,24.93,73,95.95,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Bonin Islands,26.903392,142.180721,NA,NA,NA,NA,NA,NA
Casuarius_lydekkeri,Struthioniformes,Casuariidae,Casuarius,CASUARIIFORMES,Casuariidae,Casuarius,68.14,21.26,13.04,15.37,241.42,185.68,0.26,241.69,21237.11,EX_A,EX_Other,EX_Other,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Cathartes_emsliei,Cathartiformes,Cathartidae,Cathartes,ACCIPITRIFORMES,Cathartidae,Cathartes,45.56,23.98,12.28,13.83,59.32,383.71,107.75,214.8,1044.75,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Cathartornis_gracilis,Cathartiformes,Teratornithidae,Cathartornis,ACCIPITRIFORMES,Extinct,Extinct,101.17,59.8,25.18,32.52,124.82,685.96,174.76,421.66,8922.54,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Centropus_colossus,Cuculiformes,Cuculidae,Centropus,CUCULIFORMES,Cuculidae,Centropus,43.89,26.43,10.6,17.03,53.13,209.5,22.64,266.36,306.41,EX_A,EX_Other,EX_Other,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Centrornis_majori,Anseriformes,Anatidae,Centrornis,ANSERIFORMES,Anatidae,Extinct,68.3,40.03,23.2,21.31,70.26,367.67,130.7,144.06,3179.34,EX_A,EX_Other,EX_Other,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Horornis_sp_Eua,Passeriformes,Scotocercidae,Horornis,PASSERIFORMES,Sylviidae,Cettia,15.52,8.24,3.16,3.34,23.13,59.49,7.39,52.13,12.7,EX_A,EX_Other,EX_Other,Yes,Niue and Tonga Islands,-20.083178,-172.434056,NA,NA,NA,NA,NA,NA
Chaetoptila_angustipluma,Passeriformes,Mohoidae,Chaetoptila,PASSERIFORMES,Extinct,Extinct,31.65,19.25,7.5,6.15,37.1,113.5,20.83,155.5,55,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chaetoptila_sp_Maui,Passeriformes,Mohoidae,Chaetoptila,PASSERIFORMES,Extinct,Extinct,35.42,21.67,7.14,7.47,38.85,131.89,23.92,144.42,97,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chelychelynechen_quassus,Anseriformes,Anatidae,Chelychelynechen,ANSERIFORMES,Anatidae,Extinct,37.16,22.91,13.81,11.52,36.93,189.46,72.01,79.78,646.78,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chendytes_lawi,Anseriformes,Anatidae,Chendytes,ANSERIFORMES,Anatidae,Extinct,53.59,31.44,18.48,16.46,57.09,249.49,102.2,100.06,1732.98,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Chenonetta_finschi,Anseriformes,Anatidae,Chenonetta,ANSERIFORMES,Anatidae,Chenonetta,33.68,17.16,12.24,10.53,48.85,267.13,98.33,99.78,800,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Chloridops_kona,Passeriformes,Fringillidae,Chloridops,PASSERIFORMES,Fringillidae,Extinct,22.38,15.22,11.68,18.05,21.9,85.33,22.45,53.83,58.22,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops_regiskongi,Passeriformes,Fringillidae,Chloridops,PASSERIFORMES,Fringillidae,Extinct,24.51,17.53,10.9,14.6,24.18,98.32,23.11,64.41,59.91,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops_sp_Kauai,Passeriformes,Fringillidae,Chloridops,PASSERIFORMES,Fringillidae,Extinct,22.57,16.04,10.3,13.75,23.1,93.65,22.26,61.03,52.6,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops_sp_Maui,Passeriformes,Fringillidae,Chloridops,PASSERIFORMES,Fringillidae,Extinct,19.44,13.78,9.34,12.44,20.98,85.2,20.83,55.37,41.64,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloridops_wahi,Passeriformes,Fringillidae,Chloridops,PASSERIFORMES,Fringillidae,Extinct,21.38,15.15,9.91,13.27,22.32,90.46,21.77,59.07,48.58,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Chloris_aurelioi,Passeriformes,Fringillidae,Chloris,PASSERIFORMES,Fringillidae,Carduelis,14.68,9.96,6.15,7.41,17.37,77.27,24.04,53.86,20.62,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Chloris_triasi,Passeriformes,Fringillidae,Chloris,PASSERIFORMES,Fringillidae,Carduelis,14.2,9.68,6.05,7.29,16.29,74.27,23.64,53.51,20.06,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Riccordia_bracei,Caprimulgiformes,Trochilidae,Riccordia,APODIFORMES,Trochilidae,Chlorostilbon,17.3,13.75,1.77,1.66,4.14,44.7,28,32.58,2.8,EX_IUCN,EX_IUCN,EX_IUCN,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Chroicocephalus_utunui,Charadriiformes,Laridae,Chroicocephalus,CHARADRIIFORMES,Laridae,Larus,49.57,30.81,6.6,11,34.84,299.5,183.38,119.27,328.1,EX_A,EX_Other,EX_Other,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Cichlocolaptes_mazarbarnetti,Passeriformes,Furnariidae,Cichlocolaptes,PASSERIFORMES,Furnariidae,Cichlocolaptes,27.49,18.31,5,6.8,22.9,96.5,16.16,82,48,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Ciconia_lydekkeri,Ciconiiformes,Ciconiidae,Ciconia,CICONIIFORMES,Ciconiidae,Ciconia,174.06,134.46,21.19,31.17,187.81,514.82,194.97,211.88,2667.6,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,continental_Nearctic,49.060652,-103.045295,NA,NA,NA
Ciconia_sp_Cuba,Ciconiiformes,Ciconiidae,Ciconia,CICONIIFORMES,Ciconiidae,Ciconia,160.1,123.72,19.55,28.38,171.15,475.47,186.29,192.33,2062.26,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Circus_dossenus,Accipitriformes,Accipitridae,Circus,ACCIPITRIFORMES,Accipitridae,Circus,31.75,17.53,10.23,14.82,72.52,377.09,208.67,149.16,453.99,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Circus_teauteensis,Accipitriformes,Accipitridae,Circus,ACCIPITRIFORMES,Accipitridae,Circus,48.61,27.23,15.26,22.45,103.6,524.14,231.76,308.83,2750,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Ciridops_anna,Passeriformes,Fringillidae,Ciridops,PASSERIFORMES,Fringillidae,Extinct,14.1,7.7,4.2,4.7,19,72.8,17.4,42.5,26.56,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Ciridops_tenax,Passeriformes,Fringillidae,Ciridops,PASSERIFORMES,Fringillidae,Extinct,12.07,7.94,4.2,4.8,18.48,62.93,16.8,40.79,19.41,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Cistothorus_brevis,Passeriformes,Troglodytidae,Cistothorus,PASSERIFORMES,Troglodytidae,Cistothorus,14.62,8.7,2.63,3.14,18.97,51.38,7.31,39.38,11.29,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Cnemiornis_calcitrans,Anseriformes,Anatidae,Cnemiornis,ANSERIFORMES,Anatidae,Extinct,81.73,48.6,27.14,25.13,89.31,428.47,138.06,176.79,5203.43,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Cnemiornis_gracillis,Anseriformes,Anatidae,Cnemiornis,ANSERIFORMES,Anatidae,Extinct,81.31,48.08,26.39,24.25,91.4,427.57,136.21,173.56,4747.55,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coenocorypha_barrierensis,Charadriiformes,Scolopacidae,Coenocorypha,CHARADRIIFORMES,Scolopacidae,Coenocorypha,51.2,44.6,4.2,7.5,21.3,103,36.18,32,105,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coenocorypha_chathamica,Charadriiformes,Scolopacidae,Coenocorypha,CHARADRIIFORMES,Scolopacidae,Coenocorypha,64.59,47.93,5.06,8.1,29.06,120.82,38.75,45.54,153.45,EX_A,EX_Other,EX_Other,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Coenocorypha_iredalei,Charadriiformes,Scolopacidae,Coenocorypha,CHARADRIIFORMES,Scolopacidae,Coenocorypha,55.5,45.4,5.07,7.5,22.5,101.55,34.1,37.1,105,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coenocorypha_miratropica,Charadriiformes,Scolopacidae,Coenocorypha,CHARADRIIFORMES,Scolopacidae,Coenocorypha,56.12,41.43,4.71,7.51,26.93,114.37,38.61,43.45,132.79,EX_A,EX_Other,EX_Other,Yes,Fiji Islands,-17.839196,179.456641,NA,NA,NA,NA,NA,NA
Coenocorypha_neocaledonica,Charadriiformes,Scolopacidae,Coenocorypha,CHARADRIIFORMES,Scolopacidae,Coenocorypha,52.97,38.83,4.54,7.5,27.07,111.52,38.44,43.33,133.5,EX_A,EX_Other,EX_Other,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Coenocorypha_sp_Norfolk,Charadriiformes,Scolopacidae,Coenocorypha,CHARADRIIFORMES,Scolopacidae,Coenocorypha,50.55,37.33,4.27,6.76,24.52,101.76,34.16,38.1,97.5,EX_A,EX_Other,EX_Other,Yes,Norfolk Island,-29.037746,167.958311,NA,NA,NA,NA,NA,NA
Colaptes_oceanicus,Piciformes,Picidae,Colaptes,PICIFORMES,Picidae,Colaptes,32.87,23.3,8.72,8.9,23.71,110.78,26.5,92.53,172.52,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Bermuda,32.312663,-64.741509,NA,NA,NA,NA,NA,NA
Columba_jouyi,Columbiformes,Columbidae,Columba,COLUMBIFORMES,Columbidae,Columba,35.08,16.92,6.78,6.68,37.17,250.52,89.42,157.45,555.72,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Ryukyu Islands,27.249329,128.66157,NA,NA,NA,NA,NA,NA
Columba_thiriouxi,Columbiformes,Columbidae,Columba,COLUMBIFORMES,Columbidae,Columba,23.63,11.38,4.47,5.35,26.95,195.44,73.73,122.21,281.63,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Columba_versicolor,Columbiformes,Columbidae,Columba,COLUMBIFORMES,Columbidae,Columba,36.66,13.23,4.54,6.81,37.51,261,84.34,184,506.68,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Bonin Islands,26.903392,142.180721,NA,NA,NA,NA,NA,NA
Columbidae_sp_Buka_1,Columbiformes,Columbidae,Columbidae_sp.,COLUMBIFORMES,Columbidae,NA,22.53,10.99,4.26,5.21,28.74,160.91,47.11,109.23,196,EX_A,EX_Other,EX_Other,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Columbidae_sp_Buka_2,Columbiformes,Columbidae,Columbidae_sp.,COLUMBIFORMES,Columbidae,NA,22.55,10.99,4.25,5.19,28.79,161.08,47.12,109.71,196,EX_A,EX_Other,EX_Other,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Conuropsis_carolinensis,Psittaciformes,Psittacidae,Conuropsis,PSITTACIFORMES,Psittacidae,Extinct,27.87,23.26,14.88,27.81,18.06,182.75,77.64,149.25,185.55,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Corvus_antipodum,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,56.79,38.76,15.47,19.68,58.85,293.51,97.47,192.78,515.84,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Corvus_fangshannus,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,54.48,37.2,15.01,19.08,55.56,287.57,100.9,173.03,443.85,EX_A,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Corvus_hawaiiensis,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,59.3,38.3,18.8,24.7,66.6,315.4,96.4,195.3,518.8,EW,EW,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Corvus_impluviatus,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,54.97,35.74,14.45,18.99,61.94,275.61,76.47,202.73,597.1,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Corvus_moriorum,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,53.31,36.47,14.69,18.69,54.56,280.7,98.46,169.86,420.61,EX_A,EX_Other,EX_Other,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Corvus_neomexicanus,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,54.62,37.3,15.01,19.03,56.07,289.15,100.27,182.9,456.25,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Corvus_pumilis,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,49.01,33.67,13.62,17.23,50.02,256.1,89.02,155.25,341.06,EX_A,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Corvus_sp_NewIreland,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,58.37,39.97,16.01,20.57,59.35,308.04,106.58,187.03,558.8,EX_A,EX_Other,EX_Other,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Corvus_viriosus,Passeriformes,Corvidae,Corvus,PASSERIFORMES,Corvidae,Corvus,54.42,36.63,14.82,19.09,58.8,273.74,83.81,191.55,514.57,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Coturnix_alabrevis,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,15.86,7.66,4.83,5.96,27.01,112.03,30.67,44.34,141.92,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Coturnix_centensis,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,15.67,7.63,4.83,5.88,26.09,112.43,32.32,42.91,132.6,EX_A,EX_Other,EX_Other,Yes,Cape Verde,15.036942,-23.653463,NA,NA,NA,NA,NA,NA
Coturnix_gomerae,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,16.48,7.97,5.01,6.06,27.25,118.87,34.09,46.24,144.7,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Coturnix_lignorum,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,17.54,8.42,5.22,6.54,30.2,123.03,31.72,49.01,181.35,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Coturnix_novaezelandiae,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,12.66,7.14,5.97,5.9,26.02,105.5,24.62,37.5,210,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Coturnix_sp_Bugio,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,16.6,8.01,5.03,6.2,27.96,120.6,33.88,45.31,150.94,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Coturnix_sp_Graciosa,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,15.53,7.55,4.76,5.71,25.24,114.3,34.13,41.07,117.36,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Coturnix_sp_SantaMaria,Galliformes,Phasianidae,Coturnix,GALLIFORMES,Phasianidae,Coturnix,18.21,8.73,5.48,6.66,30.71,130.39,37.1,49.16,182.28,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Coua_berthae,Cuculiformes,Cuculidae,Coua,CUCULIFORMES,Cuculidae,Coua,35.54,18.3,8.93,12.62,74.11,204.08,12.27,280.43,327.78,EX_A,EX_Other,EX_Other,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Coua_delalandei,Cuculiformes,Cuculidae,Coua,CUCULIFORMES,Cuculidae,Coua,46.61,25.99,11.26,18.23,73.6,210.5,29.75,273.5,470.9,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Coua_primaeva,Cuculiformes,Cuculidae,Coua,CUCULIFORMES,Cuculidae,Coua,33.78,17.5,8.64,12.14,69.31,193.99,11.85,265.44,292.71,EX_A,EX_Other,EX_Other,Yes,Madagascar,-18.745556,46.914274,NA,NA,NA,NA,NA,NA
Cremaster_tytthus,Passeriformes,Icteridae,Cremaster,PASSERIFORMES,Icteridae,Extinct,26.55,17.48,6.33,8.7,30.4,118.7,24.1,97.8,64.98,EX_U,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Cryptopsar_ischyrhynchus,Passeriformes,Sturnidae,Cryptopsar,PASSERIFORMES,Sturnidae,Extinct,28.41,16.52,6.28,7.69,35.9,141.44,29.27,101.44,112.42,EX_A,EX_Other,EX_Other,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Cyanopsitta_spixii,Psittaciformes,Psittacidae,Cyanopsitta,PSITTACIFORMES,Psittacidae,Cyanopsitta,33.3,31.4,15.2,30.4,21.8,277.4,104.8,351.5,200,EW,EW,EX_IUCN,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Cyanoramphus_ulietanus,Psittaciformes,Psittacidae,Cyanoramphus,PSITTACIFORMES,Psittacidae,Cyanoramphus,22.39,17.54,12.65,19.04,19.61,128,45.22,140,103.86,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Cyanoramphus_zealandicus,Psittaciformes,Psittacidae,Cyanoramphus,PSITTACIFORMES,Psittacidae,Cyanoramphus,23.14,17.8,10.72,18.21,22.44,144,47.48,156,109.24,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Cygnus_equitum,Anseriformes,Anatidae,Cygnus,ANSERIFORMES,Anatidae,Cygnus,73.31,42.42,24.18,20.05,83.87,455.87,199.48,137.61,5200.01,EX_U,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Cygnus_falconeri,Anseriformes,Anatidae,Cygnus,ANSERIFORMES,Anatidae,Cygnus,93.43,53.31,29.63,25.61,109.88,576.58,233.72,178.36,10007.53,EX_U,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Cygnus_sumnerensis,Anseriformes,Anatidae,Cygnus,ANSERIFORMES,Anatidae,Cygnus,82.49,47.68,26.56,22.34,95.82,470.95,194.99,141.91,7080.74,EX_A,EX_Other,EX_POST1500,Yes,New Zealand,-41.437598,174.075856,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA
