species,species_BirdLife,Extant,ExtinctionPeriod,ExtinctionType,IslandEndemic,IUCN,GenLength,IslandEndemic2
Monarcha_guttula,Symposiachrus_guttula,Extant,Current,Current,No,LC,2.968,No
Monarcha_trivirgatus,Symposiachrus_trivirgatus,Extant,Current,Current,No,LC,3.084,No
Monarcha_mundus,Symposiachrus_mundus,Extant,Current,Current,Yes,LC,3.053,Yes
Monarcha_barbatus,Multiple,Extant,Current,Current,Yes,NT,2.553,Yes
Monarcha_rubiensis,Symposiachrus_rubiensis,Extant,Current,Current,No,LC,4.165,No
Monarcha_viduus,Symposiachrus_vidua,Extant,Current,Current,Yes,LC,2.721,Yes
Monarcha_manadensis,Symposiachrus_manadensis,Extant,Current,Current,No,LC,3.233,No
Monarcha_julianae,Symposiachrus_julianae,Extant,Current,Current,Yes,VU,3.109,Yes
Monarcha_axillaris,Symposiachrus_axillaris,Extant,Current,Current,No,LC,3.355,No
Monarcha_menckei,Symposiachrus_menckei,Extant,Current,Current,Yes,NT,3.107,Yes
Monarcha_pileatus,Carterornis_pileatus,Extant,Current,Current,Yes,LC,2.395,Yes
Monarcha_richardsii,Monarcha_richardsii,Extant,Current,Current,Yes,LC,2.768,Yes
Monarcha_sacerdotum,Symposiachrus_sacerdotum,Extant,Current,Current,Yes,EN,3.321,Yes
Monarcha_castaneiventris,Multiple,Extant,Current,Current,Yes,LC,2.199,Yes
Monarcha_everetti,Symposiachrus_everetti,Extant,Current,Current,Yes,EN,3.26,Yes
Monarcha_frater,Monarcha_frater,Extant,Current,Current,No,LC,2.556,No
Monarcha_melanopsis,Monarcha_melanopsis,Extant,Current,Current,No,LC,2.689,No
Monarcha_cinerascens,Monarcha_cinerascens,Extant,Current,Current,Yes,LC,3.206,Yes
Monarcha_takatsukasae,Metabolus_takatsukasae,Extant,Current,Current,Yes,VU,3.106,Yes
Metabolus_rugensis,Metabolus_rugensis,Extant,Current,Current,Yes,EN,3.484,Yes
Monarcha_godeffroyi,Metabolus_godeffroyi,Extant,Current,Current,Yes,NT,2.877,Yes
Monarcha_boanensis,Symposiachrus_boanensis,Extant,Current,Current,Yes,CR,2.791,Yes
Monarcha_brehmii,Symposiachrus_brehmii,Extant,Current,Current,Yes,EN,3.466,Yes
Pomarea_mendozae,Multiple,Extant,Current,Current,Yes,EN,3.554,Yes
Pomarea_nukuhivae,Pomarea_nukuhivae,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Pomarea_whitneyi,Pomarea_whitneyi,Extant,Current,Current,Yes,CR,3.493,Yes
Pomarea_iphis,Multiple,Extant,Current,Current,Yes,CR,3.3125,Yes
Pomarea_fluxa,Pomarea_fluxa,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Pomarea_nigra,Multiple,Extant,Current,Current,Yes,CR,3.289,Yes
Pomarea_pomarea,Pomarea_pomarea,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Pomarea_dimidiata,Pomarea_dimidiata,Extant,Current,Current,Yes,VU,3.545,Yes
Neolalage_banksiana,Neolalage_banksiana,Extant,Current,Current,Yes,LC,2.606,Yes
Monarcha_castus,Carterornis_castus,Extant,Current,Current,Yes,LC,2.771,Yes
Clytorhynchus_sanctaecrucis,Clytorhynchus_sanctaecrucis,Extant,Current,Current,Yes,EN,3.499,Yes
Clytorhynchus_pachycephaloides,Clytorhynchus_pachycephaloides,Extant,Current,Current,Yes,LC,2.893,Yes
Clytorhynchus_hamlini,Clytorhynchus_hamlini,Extant,Current,Current,Yes,NT,3.109,Yes
Clytorhynchus_vitiensis,Clytorhynchus_vitiensis,Extant,Current,Current,Yes,LC,3.317,Yes
Clytorhynchus_nigrogularis,Clytorhynchus_nigrogularis,Extant,Current,Current,Yes,NT,3.119,Yes
Mayrornis_lessoni,Mayrornis_lessoni,Extant,Current,Current,Yes,LC,2.824,Yes
Mayrornis_versicolor,Mayrornis_versicolor,Extant,Current,Current,Yes,NT,2.949,Yes
Mayrornis_schistaceus,Mayrornis_schistaceus,Extant,Current,Current,Yes,VU,2.725,Yes
Monarcha_verticalis,Multiple,Extant,Current,Current,Yes,LC,2.553,Yes
Eutrichomyias_rowleyi,Eutrichomyias_rowleyi,Extant,Current,Current,Yes,CR,2.751,Yes
Chasiempis_sandwichensis,Multiple,Extant,Current,Current,Yes,VU,5.23,Yes
Monarcha_loricatus,Symposiachrus_loricatus,Extant,Current,Current,Yes,LC,3.089,Yes
Monarcha_leucurus,Symposiachrus_leucurus,Extant,Current,Current,Yes,NT,3.07,Yes
Monarcha_leucotis,Carterornis_leucotis,Extant,Current,Current,No,LC,2.362,No
Monarcha_chrysomela,Carterornis_chrysomela,Extant,Current,Current,No,LC,2.415,No
Monarcha_browni,Symposiachrus_browni,Extant,Current,Current,Yes,NT,3.047,Yes
Monarcha_infelix,Symposiachrus_infelix,Extant,Current,Current,Yes,NT,3.101,Yes
Monarcha_erythrostictus,Monarcha_castaneiventris,Extant,Current,Current,Yes,LC,2.755,Yes
Grallina_bruijni,Grallina_bruijnii,Extant,Current,Current,No,LC,3.56,No
Grallina_cyanoleuca,Grallina_cyanoleuca,Extant,Current,Current,No,LC,3.279,No
Terpsiphone_atrocaudata,Terpsiphone_atrocaudata,Extant,Current,Current,No,NT,2.305,No
Terpsiphone_viridis,Terpsiphone_viridis,Extant,Current,Current,No,LC,2.325,No
Terpsiphone_cinnamomea,Multiple,Extant,Current,Current,Yes,LC,3.716,Yes
Terpsiphone_smithii,Terpsiphone_rufiventer,Extant,Current,Current,No,LC,2.754,No
Terpsiphone_rufiventer,Terpsiphone_rufiventer,Extant,Current,Current,No,LC,2.754,No
Terpsiphone_rufocinerea,Multiple,Extant,Current,Current,No,LC,3.373,No
Terpsiphone_corvina,Terpsiphone_corvina,Extant,Current,Current,Yes,VU,3.686,Yes
Terpsiphone_cyanescens,Terpsiphone_cyanescens,Extant,Current,Current,No,LC,3.295,No
Terpsiphone_atrochalybeia,Terpsiphone_atrochalybeia,Extant,Current,Current,Yes,LC,2.913,Yes
Terpsiphone_bourbonnensis,Terpsiphone_bourbonnensis,Extant,Current,Current,Yes,LC,2.683,Yes
Terpsiphone_mutata,Terpsiphone_mutata,Extant,Current,Current,Yes,LC,2.613,Yes
Terpsiphone_bedfordi,Terpsiphone_bedfordi,Extant,Current,Current,No,NT,2.892,No
Terpsiphone_paradisi,Multiple,Extant,Current,Current,No,LC,3.716,No
Hypothymis_helenae,Hypothymis_helenae,Extant,Current,Current,Yes,NT,2.062,Yes
Hypothymis_coelestis,Hypothymis_coelestis,Extant,Current,Current,Yes,VU,2.145,Yes
Hypothymis_azurea,Multiple,Extant,Current,Current,No,LC,2.0895,No
Trochocercus_cyanomelas,Multiple,Extant,Current,Current,No,LC,2.534,No
Trochocercus_nitens,Trochocercus_nitens,Extant,Current,Current,No,LC,2.613,No
Ifrita_kowaldi,Ifrita_kowaldi,Extant,Current,Current,No,LC,3.841,No
Dicrurus_ludwigii,Dicrurus_ludwigii,Extant,Current,Current,No,LC,2.935,No
Dicrurus_atripennis,Dicrurus_atripennis,Extant,Current,Current,No,LC,3.215,No
Dicrurus_montanus,Dicrurus_montanus,Extant,Current,Current,Yes,LC,3.212,Yes
Dicrurus_andamanensis,Dicrurus_andamanensis,Extant,Current,Current,Yes,LC,3.368,Yes
Dicrurus_sumatranus,Dicrurus_sumatranus,Extant,Current,Current,No,NT,3.284,No
Dicrurus_leucophaeus,Dicrurus_leucophaeus,Extant,Current,Current,No,LC,2.678,No
Dicrurus_caerulescens,Dicrurus_caerulescens,Extant,Current,Current,No,LC,3.094,No
Dicrurus_adsimilis,Dicrurus_adsimilis,Extant,Current,Current,No,LC,3.098,No
Dicrurus_macrocercus,Dicrurus_macrocercus,Extant,Current,Current,No,LC,2.915,No
Dicrurus_aldabranus,Dicrurus_aldabranus,Extant,Current,Current,Yes,NT,3.195,Yes
Dicrurus_forficatus,Dicrurus_forficatus,Extant,Current,Current,Yes,LC,3.174,Yes
Dicrurus_waldenii,Dicrurus_waldenii,Extant,Current,Current,Yes,VU,3.058,Yes
Dicrurus_modestus,Dicrurus_modestus,Extant,Current,Current,No,LC,2.406,No
Dicrurus_fuscipennis,Dicrurus_fuscipennis,Extant,Current,Current,Yes,EN,3.064,Yes
Dicrurus_megarhynchus,Dicrurus_megarhynchus,Extant,Current,Current,Yes,NT,3.584,Yes
Dicrurus_bracteatus,Dicrurus_bracteatus,Extant,Current,Current,No,LC,3.233,No
Dicrurus_hottentottus,Multiple,Extant,Current,Current,No,LC,2.466,No
Dicrurus_densus,Dicrurus_densus,Extant,Current,Current,Yes,LC,3.23,Yes
Dicrurus_balicassius,Dicrurus_balicassius,Extant,Current,Current,Yes,LC,3.228,Yes
Dicrurus_paradiseus,Multiple,Extant,Current,Current,No,LC,2.8885,No
Dicrurus_annectans,Dicrurus_annectens,Extant,Current,Current,No,LC,2.758,No
Dicrurus_remifer,Dicrurus_remifer,Extant,Current,Current,No,LC,2.998,No
Dicrurus_aeneus,Dicrurus_aeneus,Extant,Current,Current,No,LC,2.74,No
Vireo_olivaceus,Multiple,Extant,Current,Current,No,LC,2.589,No
Vireo_flavoviridis,Vireo_flavoviridis,Extant,Current,Current,No,LC,2.814,No
Vireo_altiloquus,Vireo_altiloquus,Extant,Current,Current,No,LC,2.86,No
Vireo_hypochryseus,Pachysylvia_hypochrysea,Extant,Current,Current,No,LC,2.346,No
Vireo_philadelphicus,Vireo_philadelphicus,Extant,Current,Current,No,LC,2.256,No
Vireo_carmioli,Vireo_carmioli,Extant,Current,Current,No,LC,2.912,No
Vireo_leucophrys,Vireo_leucophrys,Extant,Current,Current,No,LC,2.702,No
Vireo_gilvus,Vireo_gilvus,Extant,Current,Current,No,LC,2.72,No
Vireo_gracilirostris,Vireo_gracilirostris,Extant,Current,Current,Yes,NT,2.745,Yes
Vireo_bairdi,Vireo_bairdi,Extant,Current,Current,Yes,NT,2.402,Yes
Vireo_gundlachii,Vireo_gundlachii,Extant,Current,Current,Yes,LC,2.661,Yes
Vireo_nelsoni,Vireo_nelsoni,Extant,Current,Current,No,LC,2.294,No
Vireo_vicinior,Vireo_vicinior,Extant,Current,Current,No,LC,2.178,No
Vireo_huttoni,Vireo_huttoni,Extant,Current,Current,No,LC,2.777,No
Vireo_masteri,Vireo_masteri,Extant,Current,Current,No,NT,2.493,No
Vireo_caribaeus,Vireo_caribaeus,Extant,Current,Current,Yes,VU,2.515,Yes
Vireo_pallens,Vireo_pallens,Extant,Current,Current,No,LC,2.656,No
Vireo_magister,Vireo_magister,Extant,Current,Current,No,LC,2.863,No
Vireo_flavifrons,Vireo_flavifrons,Extant,Current,Current,No,LC,2.353,No
Vireo_modestus,Vireo_modestus,Extant,Current,Current,Yes,LC,2.582,Yes
Vireo_nanus,Vireo_nanus,Extant,Current,Current,Yes,LC,2.871,Yes
Vireo_brevipennis,Vireo_brevipennis,Extant,Current,Current,No,LC,2.41,No
Vireo_cassinii,Vireo_cassinii,Extant,Current,Current,No,LC,2.301,No
Vireo_plumbeus,Vireo_plumbeus,Extant,Current,Current,No,LC,2.303,No
Vireo_solitarius,Vireo_solitarius,Extant,Current,Current,No,LC,2.34,No
Vireo_latimeri,Vireo_latimeri,Extant,Current,Current,Yes,LC,3.448,Yes
Vireo_atricapilla,Vireo_atricapilla,Extant,Current,Current,No,NT,2.564,No
Vireo_bellii,Vireo_bellii,Extant,Current,Current,No,LC,2.187,No
Vireo_osburni,Vireo_osburni,Extant,Current,Current,Yes,NT,2.717,Yes
Vireo_crassirostris,Vireo_crassirostris,Extant,Current,Current,Yes,LC,2.636,Yes
Vireo_griseus,Vireo_griseus,Extant,Current,Current,No,LC,2.41,No
Hylophilus_poicilotis,Hylophilus_poicilotis,Extant,Current,Current,No,LC,2.249,No
Hylophilus_flavipes,Multiple,Extant,Current,Current,No,LC,2.534,No
Hylophilus_semicinereus,Hylophilus_semicinereus,Extant,Current,Current,No,LC,2.467,No
Hylophilus_semibrunneus,Pachysylvia_semibrunnea,Extant,Current,Current,No,LC,2.403,No
Hylophilus_pectoralis,Hylophilus_pectoralis,Extant,Current,Current,No,LC,2.384,No
Hylophilus_sclateri,Vireo_sclateri,Extant,Current,Current,No,LC,2.482,No
Hylophilus_amaurocephalus,Hylophilus_amaurocephalus,Extant,Current,Current,No,LC,2.357,No
Hylophilus_ochraceiceps,Multiple,Extant,Current,Current,No,LC,2.534,No
Hylophilus_hypoxanthus,Pachysylvia_hypoxantha,Extant,Current,Current,No,LC,2.679,No
Hylophilus_olivaceus,Hylophilus_olivaceus,Extant,Current,Current,No,NT,2.422,No
Hylophilus_aurantiifrons,Pachysylvia_aurantiifrons,Extant,Current,Current,No,LC,2.301,No
Hylophilus_thoracicus,Multiple,Extant,Current,Current,No,LC,2.5075,No
Hylophilus_decurtatus,Pachysylvia_decurtata,Extant,Current,Current,No,LC,2.456,No
Hylophilus_brunneiceps,Hylophilus_brunneiceps,Extant,Current,Current,No,LC,2.359,No
Hylophilus_muscicapinus,Pachysylvia_muscicapina,Extant,Current,Current,No,LC,2.432,No
Vireolanius_leucotis,Multiple,Extant,Current,Current,No,LC,2.723,No
Vireolanius_melitophrys,Vireolanius_melitophrys,Extant,Current,Current,No,LC,3.06,No
Vireolanius_pulchellus,Vireolanius_pulchellus,Extant,Current,Current,No,LC,2.794,No
Vireolanius_eximius,Vireolanius_eximius,Extant,Current,Current,No,LC,3.015,No
Cyclarhis_gujanensis,Cyclarhis_gujanensis,Extant,Current,Current,No,LC,3.141,No
Cyclarhis_nigrirostris,Cyclarhis_nigrirostris,Extant,Current,Current,No,LC,3.122,No
Erpornis_zantholeuca,Erpornis_zantholeuca,Extant,Current,Current,No,LC,2.565,No
Pteruthius_xanthochlorus,Pteruthius_xanthochlorus,Extant,Current,Current,No,LC,2.392,No
Pteruthius_aenobarbus,Pteruthius_aenobarbus,Extant,Current,Current,No,LC,3.277,No
Pteruthius_melanotis,Pteruthius_melanotis,Extant,Current,Current,No,LC,2.051,No
Pteruthius_flaviscapis,Multiple,Extant,Current,Current,No,LC,2.534,No
Pteruthius_rufiventer,Pteruthius_rufiventer,Extant,Current,Current,No,LC,3.193,No
Oriolus_xanthonotus,Oriolus_xanthonotus,Extant,Current,Current,No,NT,3.01,No
Oriolus_albiloris,Oriolus_albiloris,Extant,Current,Current,Yes,LC,3.176,Yes
Oriolus_isabellae,Oriolus_isabellae,Extant,Current,Current,Yes,CR,2.846,Yes
Oriolus_steerii,Oriolus_steerii,Extant,Current,Current,Yes,LC,3.247,Yes
Oriolus_cruentus,Multiple,Extant,Current,Current,No,LC,2.412,No
Oriolus_hosii,Oriolus_hosii,Extant,Current,Current,No,NT,3.293,No
Oriolus_traillii,Oriolus_traillii,Extant,Current,Current,No,LC,3.092,No
Oriolus_xanthornus,Oriolus_xanthornus,Extant,Current,Current,No,LC,3.158,No
Oriolus_chlorocephalus,Oriolus_chlorocephalus,Extant,Current,Current,No,LC,3.19,No
Oriolus_brachyrhynchus,Oriolus_brachyrynchus,Extant,Current,Current,No,LC,3.327,No
Oriolus_auratus,Oriolus_auratus,Extant,Current,Current,No,LC,3.153,No
Oriolus_chinensis,Oriolus_chinensis,Extant,Current,Current,No,LC,3.36,No
Oriolus_oriolus,Multiple,Extant,Current,Current,No,LC,2.816,No
Oriolus_monacha,Oriolus_monacha,Extant,Current,Current,No,LC,3.177,No
Oriolus_percivali,Oriolus_percivali,Extant,Current,Current,No,LC,3.162,No
Oriolus_nigripennis,Oriolus_nigripennis,Extant,Current,Current,No,LC,3.11,No
Oriolus_larvatus,Oriolus_larvatus,Extant,Current,Current,No,LC,3.636,No
Oriolus_phaeochromus,Oriolus_phaeochromus,Extant,Current,Current,Yes,LC,3.244,Yes
Oriolus_forsteni,Oriolus_forsteni,Extant,Current,Current,Yes,LC,3.602,Yes
Oriolus_tenuirostris,Oriolus_tenuirostris,Extant,Current,Current,No,LC,2.974,No
Oriolus_bouroensis,Multiple,Extant,Current,Current,Yes,LC,2.412,Yes
Oriolus_sagittatus,Oriolus_sagittatus,Extant,Current,Current,No,LC,3.077,No
Oriolus_flavocinctus,Oriolus_flavocinctus,Extant,Current,Current,No,LC,3.557,No
Oriolus_melanotis,Multiple,Extant,Current,Current,Yes,LC,2.412,Yes
Oriolus_szalayi,Oriolus_szalayi,Extant,Current,Current,No,LC,4.043,No
Oriolus_crassirostris,Oriolus_crassirostris,Extant,Current,Current,Yes,VU,2.933,Yes
Oriolus_mellianus,Oriolus_mellianus,Extant,Current,Current,No,EN,3.13,No
Oreocharis_arfaki,Oreocharis_arfaki,Extant,Current,Current,No,LC,2.77,No
Sphecotheres_hypoleucus,Sphecotheres_hypoleucus,Extant,Current,Current,Yes,LC,4.063,Yes
Sphecotheres_viridis,Sphecotheres_viridis,Extant,Current,Current,Yes,LC,4.892,Yes
Sphecotheres_vieilloti,Sphecotheres_vieilloti,Extant,Current,Current,No,LC,4.66,No
Turnagra_tanagra,Turnagra_tanagra,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Turnagra_capensis,Turnagra_capensis,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Pitohui_kirhocephalus,Multiple,Extant,Current,Current,No,LC,2.534,No
Pitohui_dichrous,Pitohui_dichrous,Extant,Current,Current,No,LC,4.333,No
Paramythia_montium,Multiple,Extant,Current,Current,No,LC,2.534,No
Daphoenositta_chrysoptera,Multiple,Extant,Current,Current,No,LC,2.406,No
Daphoenositta_miranda,Daphoenositta_miranda,Extant,Current,Current,No,LC,2.675,No
Chaetops_frenatus,Chaetops_frenatus,Extant,Current,Current,No,NT,3.838,No
Chaetops_aurantius,Chaetops_aurantius,Extant,Current,Current,No,NT,3.648,No
Eupetes_macrocerus,Eupetes_macrocerus,Extant,Current,Current,No,NT,4.273,No
Picathartes_oreas,Picathartes_oreas,Extant,Current,Current,No,NT,5.18,No
Picathartes_gymnocephalus,Picathartes_gymnocephalus,Extant,Current,Current,No,VU,5.079,No
Eopsaltria_australis,Eopsaltria_australis,Extant,Current,Current,No,LC,3.573,No
Eopsaltria_griseogularis,Eopsaltria_griseogularis,Extant,Current,Current,No,LC,3.675,No
Tregellasia_capito,Tregellasia_capito,Extant,Current,Current,No,LC,2.996,No
Tregellasia_leucops,Tregellasia_leucops,Extant,Current,Current,No,LC,3.628,No
Eopsaltria_georgiana,Quoyornis_georgianus,Extant,Current,Current,No,LC,4.446,No
Melanodryas_vittata,Melanodryas_vittata,Extant,Current,Current,No,LC,2.802,No
Melanodryas_cucullata,Melanodryas_cucullata,Extant,Current,Current,No,LC,2.993,No
Peneothello_bimaculata,Peneothello_bimaculata,Extant,Current,Current,No,LC,2.856,No
Peneothello_sigillatus,Peneothello_sigillata,Extant,Current,Current,No,LC,3.499,No
Peneothello_cryptoleuca,Peneothello_cryptoleuca,Extant,Current,Current,No,LC,2.748,No
Peneothello_cyanus,Peneothello_cyanus,Extant,Current,Current,No,LC,3.556,No
Eopsaltria_pulverulenta,Peneoenanthe_pulverulenta,Extant,Current,Current,No,LC,2.822,No
Eopsaltria_sp_Eua,Eopsaltria_sp_Eua,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Monachella_muelleriana,Multiple,Extant,Current,Current,No,LC,2.8715,No
Eopsaltria_flaviventris,Cryptomicroeca_flaviventris,Extant,Current,Current,Yes,LC,2.758,Yes
Pachycephalopsis_hattamensis,Pachycephalopsis_hattamensis,Extant,Current,Current,No,LC,3.174,No
Pachycephalopsis_poliosoma,Pachycephalopsis_poliosoma,Extant,Current,Current,No,LC,3.823,No
Amalocichla_incerta,Amalocichla_incerta,Extant,Current,Current,No,LC,3.854,No
Amalocichla_sclateriana,Amalocichla_sclateriana,Extant,Current,Current,No,LC,3.152,No
Eugerygone_rubra,Eugerygone_rubra,Extant,Current,Current,No,LC,2.269,No
Petroica_multicolor,Multiple,Extant,Current,Current,No,LC,3.376,No
Petroica_phoenicea,Petroica_phoenicea,Extant,Current,Current,No,NT,2.746,No
Petroica_rodinogaster,Petroica_rodinogaster,Extant,Current,Current,No,LC,2.448,No
Petroica_archboldi,Petroica_archboldi,Extant,Current,Current,No,DD,3,No
Petroica_rosea,Petroica_rosea,Extant,Current,Current,No,LC,2.645,No
Petroica_goodenovii,Petroica_goodenovii,Extant,Current,Current,No,LC,2.657,No
Petroica_australis,Multiple,Extant,Current,Current,Yes,LC,3.797,Yes
Petroica_macrocephala,Multiple,Extant,Current,Current,Yes,LC,3.1205,Yes
Petroica_traversi,Petroica_traversi,Extant,Current,Current,Yes,EN,4.022,Yes
Petroica_bivittata,Petroica_bivittata,Extant,Current,Current,No,LC,2.902,No
Microeca_flavovirescens,Kempiella_flavovirescens,Extant,Current,Current,No,LC,2.835,No
Microeca_fascinans,Microeca_fascinans,Extant,Current,Current,No,LC,2.712,No
Microeca_flavigaster,Multiple,Extant,Current,Current,No,LC,2.711,No
Microeca_papuana,Devioeca_papuana,Extant,Current,Current,No,LC,2.813,No
Microeca_griseoceps,Kempiella_griseoceps,Extant,Current,Current,No,LC,2.561,No
Microeca_hemixantha,Microeca_hemixantha,Extant,Current,Current,Yes,NT,2.351,Yes
Heteromyias_albispecularis,Multiple,Extant,Current,Current,No,LC,4.45,No
Drymodes_brunneopygia,Drymodes_brunneopygia,Extant,Current,Current,No,LC,3.732,No
Drymodes_superciliaris,Multiple,Extant,Current,Current,No,LC,2.3935,No
Poecilodryas_placens,Gennaeodryas_placens,Extant,Current,Current,No,NT,2.889,No
Poecilodryas_brachyura,Poecilodryas_brachyura,Extant,Current,Current,No,LC,2.996,No
Poecilodryas_hypoleuca,Poecilodryas_hypoleuca,Extant,Current,Current,No,LC,2.469,No
Poecilodryas_albonotata,Plesiodryas_albonotata,Extant,Current,Current,No,LC,3.222,No
Poecilodryas_cerviniventris,Poecilodryas_cerviniventris,Extant,Current,Current,No,LC,2.761,No
Poecilodryas_superciliosa,Poecilodryas_superciliosa,Extant,Current,Current,No,LC,3.08,No
Auriparus_flaviceps,Auriparus_flaviceps,Extant,Current,Current,No,LC,2.026,No
Remiz_coronatus,Remiz_coronatus,Extant,Current,Current,No,LC,1.831,No
Remiz_macronyx,Remiz_pendulinus,Extant,Current,Current,No,LC,2.351,No
Remiz_pendulinus,Remiz_pendulinus,Extant,Current,Current,No,LC,2.351,No
Remiz_consobrinus,Remiz_consobrinus,Extant,Current,Current,No,LC,1.831,No
Anthoscopus_punctifrons,Anthoscopus_punctifrons,Extant,Current,Current,No,LC,1.939,No
Anthoscopus_parvulus,Anthoscopus_parvulus,Extant,Current,Current,No,LC,2.282,No
Anthoscopus_musculus,Anthoscopus_musculus,Extant,Current,Current,No,LC,1.737,No
Anthoscopus_minutus,Anthoscopus_minutus,Extant,Current,Current,No,LC,1.726,No
Anthoscopus_flavifrons,Anthoscopus_flavifrons,Extant,Current,Current,No,LC,2.119,No
Anthoscopus_caroli,Multiple,Extant,Current,Current,No,LC,2.0905,No
Sylviparus_modestus,Sylviparus_modestus,Extant,Current,Current,No,LC,1.593,No
Melanochlora_sultanea,Melanochlora_sultanea,Extant,Current,Current,No,LC,2.194,No
Parus_caeruleus,Cyanistes_caeruleus,Extant,Current,Current,No,LC,2.933,No
Parus_cyanus,Cyanistes_cyanus,Extant,Current,Current,No,LC,1.998,No
Baeolophus_ridgwayi,Baeolophus_ridgwayi,Extant,Current,Current,No,LC,2.337,No
Baeolophus_inornatus,Baeolophus_inornatus,Extant,Current,Current,No,LC,2.5,No
Baeolophus_bicolor,Baeolophus_bicolor,Extant,Current,Current,No,LC,2.818,No
Baeolophus_atricristatus,Baeolophus_atricristatus,Extant,Current,Current,No,LC,2.773,No
Baeolophus_wollweberi,Baeolophus_wollweberi,Extant,Current,Current,No,LC,2.556,No
Parus_cristatus,Lophophanes_cristatus,Extant,Current,Current,No,LC,2.504,No
Parus_griseiventris,Melaniparus_griseiventris,Extant,Current,Current,No,LC,2.238,No
Parus_dichrous,Lophophanes_dichrous,Extant,Current,Current,No,LC,2.305,No
Parus_sclateri,Poecile_sclateri,Extant,Current,Current,No,LC,2.29,No
Parus_carolinensis,Poecile_carolinensis,Extant,Current,Current,No,LC,2.487,No
Parus_cinctus,Poecile_cinctus,Extant,Current,Current,No,LC,2.221,No
Parus_rufescens,Poecile_rufescens,Extant,Current,Current,No,LC,2.208,No
Parus_hudsonicus,Poecile_hudsonicus,Extant,Current,Current,No,LC,2.263,No
Parus_gambeli,Poecile_gambeli,Extant,Current,Current,No,LC,2.294,No
Parus_atricapillus,Poecile_atricapillus,Extant,Current,Current,No,LC,2.623,No
Parus_nuchalis,Machlolophus_nuchalis,Extant,Current,Current,No,VU,2.454,No
Parus_montanus,Multiple,Extant,Current,Current,No,LC,2.468,No
Parus_davidi,Poecile_davidi,Extant,Current,Current,No,LC,2.2,No
Parus_varius,Multiple,Extant,Current,Current,No,LC,2.534,No
Parus_leuconotus,Melaniparus_leuconotus,Extant,Current,Current,No,LC,2.644,No
Parus_lugubris,Multiple,Extant,Current,Current,No,LC,2.3385,No
Parus_superciliosus,Poecile_superciliosus,Extant,Current,Current,No,LC,2.224,No
Parus_rubidiventris,Periparus_rubidiventris,Extant,Current,Current,No,LC,2.985,No
Parus_rufonuchalis,Periparus_rufonuchalis,Extant,Current,Current,No,LC,2.237,No
Parus_ater,Periparus_ater,Extant,Current,Current,No,LC,2.196,No
