species,species_BirdLife,Extant,ExtinctionPeriod,ExtinctionType,IslandEndemic,IUCN,GenLength,IslandEndemic2
Agriornis_micropterus,Agriornis_micropterus,Extant,Current,Current,No,LC,3.462,No
Agriornis_albicauda,Agriornis_albicauda,Extant,Current,Current,No,VU,3.489,No
Agriornis_montanus,Agriornis_montanus,Extant,Current,Current,No,LC,3.727,No
Xolmis_cinereus,Xolmis_cinereus,Extant,Current,Current,No,LC,3.496,No
Xolmis_dominicanus,Xolmis_dominicanus,Extant,Current,Current,No,VU,3.492,No
Neoxolmis_rufiventris,Neoxolmis_rufiventris,Extant,Current,Current,No,LC,3.784,No
Xolmis_rubetra,Xolmis_rubetra,Extant,Current,Current,No,LC,3.433,No
Xolmis_coronatus,Xolmis_coronatus,Extant,Current,Current,No,LC,3.418,No
Muscipipra_vetula,Muscipipra_vetula,Extant,Current,Current,No,LC,2.785,No
Xolmis_irupero,Xolmis_irupero,Extant,Current,Current,No,LC,2.663,No
Xolmis_salinarum,Xolmis_salinarum,Extant,Current,Current,No,NT,3.252,No
Xolmis_velatus,Xolmis_velatus,Extant,Current,Current,No,LC,3.388,No
Colorhamphus_parvirostris,Colorhamphus_parvirostris,Extant,Current,Current,No,LC,2.245,No
Myiophobus_flavicans,Myiophobus_flavicans,Extant,Current,Current,No,LC,2.478,No
Myiophobus_roraimae,Myiophobus_roraimae,Extant,Current,Current,No,LC,2.486,No
Myiophobus_phoenicomitra,Myiophobus_phoenicomitra,Extant,Current,Current,No,LC,2.414,No
Tumbezia_salvini,Ochthoeca_salvini,Extant,Current,Current,No,NT,2.429,No
Ochthoeca_oenanthoides,Ochthoeca_oenanthoides,Extant,Current,Current,No,LC,2.375,No
Ochthoeca_piurae,Ochthoeca_piurae,Extant,Current,Current,No,LC,2.218,No
Ochthoeca_fumicolor,Multiple,Extant,Current,Current,No,LC,2.6075,No
Ochthoeca_cinnamomeiventris,Ochthoeca_cinnamomeiventris,Extant,Current,Current,No,LC,2.224,No
Ochthoeca_leucophrys,Ochthoeca_leucophrys,Extant,Current,Current,No,LC,3.055,No
Ochthoeca_diadema,Silvicultrix_diadema,Extant,Current,Current,No,LC,2.105,No
Ochthoeca_thoracica,Ochthoeca_thoracica,Extant,Current,Current,No,LC,2.534,No
Ochthoeca_frontalis,Silvicultrix_frontalis,Extant,Current,Current,No,LC,2.34,No
Ochthoeca_nigrita,Ochthoeca_nigrita,Extant,Current,Current,No,LC,2.534,No
Ochthoeca_pulchella,Silvicultrix_pulchella,Extant,Current,Current,No,LC,2.381,No
Ochthoeca_jelskii,Silvicultrix_jelskii,Extant,Current,Current,No,LC,2.185,No
Ochthoeca_rufipectoralis,Ochthoeca_rufipectoralis,Extant,Current,Current,No,LC,2.345,No
Fluvicola_nengeta,Fluvicola_nengeta,Extant,Current,Current,No,LC,2.48,No
Sublegatus_modestus,Sublegatus_modestus,Extant,Current,Current,No,LC,2.662,No
Sublegatus_arenarum,Sublegatus_arenarum,Extant,Current,Current,No,LC,2.729,No
Sublegatus_obscurior,Sublegatus_obscurior,Extant,Current,Current,No,LC,1.461,No
Pyrocephalus_rubinus,Multiple,Extant,Current,Current,No,LC,2.079,No
Pyrocephalus_dubius,Pyrocephalus_dubius,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Alectrurus_tricolor,Alectrurus_tricolor,Extant,Current,Current,No,VU,2.423,No
Alectrurus_risora,Alectrurus_risora,Extant,Current,Current,No,VU,2.74,No
Gubernetes_yetapa,Gubernetes_yetapa,Extant,Current,Current,No,LC,3.229,No
Arundinicola_leucocephala,Arundinicola_leucocephala,Extant,Current,Current,No,LC,2.433,No
Fluvicola_pica,Fluvicola_pica,Extant,Current,Current,No,LC,2.505,No
Fluvicola_albiventer,Fluvicola_albiventer,Extant,Current,Current,No,LC,2.424,No
Colonia_colonus,Colonia_colonus,Extant,Current,Current,No,LC,2.797,No
Muscigralla_brevicauda,Muscigralla_brevicauda,Extant,Current,Current,No,LC,2.145,No
Cnipodectes_subbrunneus,Cnipodectes_subbrunneus,Extant,Current,Current,No,LC,2.854,No
Cnipodectes_superrufus,Cnipodectes_superrufus,Extant,Current,Current,No,VU,3.146,No
Taeniotriccus_andrei,Taeniotriccus_andrei,Extant,Current,Current,No,LC,2.351,No
Todirostrum_cinereum,Todirostrum_cinereum,Extant,Current,Current,No,LC,2.197,No
Todirostrum_maculatum,Todirostrum_maculatum,Extant,Current,Current,No,LC,2.512,No
Todirostrum_chrysocrotaphum,Todirostrum_chrysocrotaphum,Extant,Current,Current,No,LC,2.367,No
Todirostrum_viridanum,Todirostrum_viridanum,Extant,Current,Current,No,LC,2.156,No
Todirostrum_pictum,Todirostrum_pictum,Extant,Current,Current,No,LC,2.102,No
Todirostrum_poliocephalum,Todirostrum_poliocephalum,Extant,Current,Current,No,LC,2.1,No
Todirostrum_nigriceps,Todirostrum_nigriceps,Extant,Current,Current,No,LC,2.583,No
Poecilotriccus_albifacies,Poecilotriccus_albifacies,Extant,Current,Current,No,LC,2.207,No
Poecilotriccus_ruficeps,Poecilotriccus_ruficeps,Extant,Current,Current,No,LC,2.304,No
Poecilotriccus_capitalis,Poecilotriccus_capitalis,Extant,Current,Current,No,LC,2.048,No
Poecilotriccus_plumbeiceps,Poecilotriccus_plumbeiceps,Extant,Current,Current,No,LC,2.154,No
Poecilotriccus_fumifrons,Poecilotriccus_fumifrons,Extant,Current,Current,No,LC,2.084,No
Poecilotriccus_russatus,Poecilotriccus_russatus,Extant,Current,Current,No,LC,2.042,No
Poecilotriccus_sylvia,Poecilotriccus_sylvia,Extant,Current,Current,No,LC,2.374,No
Poecilotriccus_luluae,Poecilotriccus_luluae,Extant,Current,Current,No,EN,2.206,No
Poecilotriccus_latirostris,Poecilotriccus_latirostris,Extant,Current,Current,No,LC,2.019,No
Poecilotriccus_senex,Poecilotriccus_senex,Extant,Current,Current,No,LC,2.094,No
Poecilotriccus_calopterus,Poecilotriccus_calopterus,Extant,Current,Current,No,LC,2.243,No
Poecilotriccus_pulchellus,Poecilotriccus_pulchellus,Extant,Current,Current,No,LC,2.146,No
Hemitriccus_zosterops,Hemitriccus_zosterops,Extant,Current,Current,No,LC,2.312,No
Hemitriccus_griseipectus,Hemitriccus_griseipectus,Extant,Current,Current,No,LC,2.278,No
Hemitriccus_obsoletus,Hemitriccus_obsoletus,Extant,Current,Current,No,LC,2.698,No
Hemitriccus_minor,Hemitriccus_minor,Extant,Current,Current,No,LC,2.203,No
Oncostoma_olivaceum,Oncostoma_olivaceum,Extant,Current,Current,No,LC,2.34,No
Oncostoma_cinereigulare,Oncostoma_cinereigulare,Extant,Current,Current,No,LC,2.326,No
Lophotriccus_vitiosus,Lophotriccus_vitiosus,Extant,Current,Current,No,LC,2.347,No
Lophotriccus_eulophotes,Lophotriccus_eulophotes,Extant,Current,Current,No,LC,2.022,No
Lophotriccus_galeatus,Lophotriccus_galeatus,Extant,Current,Current,No,LC,2.135,No
Lophotriccus_pileatus,Lophotriccus_pileatus,Extant,Current,Current,No,LC,2.397,No
Atalotriccus_pilaris,Atalotriccus_pilaris,Extant,Current,Current,No,LC,2.078,No
Hemitriccus_josephinae,Hemitriccus_josephinae,Extant,Current,Current,No,LC,2.398,No
Hemitriccus_orbitatus,Hemitriccus_orbitatus,Extant,Current,Current,No,NT,2.235,No
Hemitriccus_inornatus,Hemitriccus_inornatus,Extant,Current,Current,No,LC,2.292,No
Hemitriccus_spodiops,Multiple,Extant,Current,Current,No,LC,2.339,No
Hemitriccus_diops,Hemitriccus_diops,Extant,Current,Current,No,LC,2.247,No
Hemitriccus_granadensis,Hemitriccus_granadensis,Extant,Current,Current,No,LC,2.423,No
Hemitriccus_furcatus,Hemitriccus_furcatus,Extant,Current,Current,No,VU,2.188,No
Hemitriccus_rufigularis,Hemitriccus_rufigularis,Extant,Current,Current,No,NT,2.504,No
Hemitriccus_mirandae,Hemitriccus_mirandae,Extant,Current,Current,No,VU,2.277,No
Hemitriccus_flammulatus,Hemitriccus_flammulatus,Extant,Current,Current,No,LC,2.303,No
Hemitriccus_cinnamomeipectus,Hemitriccus_cinnamomeipectus,Extant,Current,Current,No,LC,2.22,No
Hemitriccus_minimus,Hemitriccus_minimus,Extant,Current,Current,No,LC,2.176,No
Hemitriccus_nidipendulus,Hemitriccus_nidipendulus,Extant,Current,Current,No,LC,2.399,No
Hemitriccus_iohannis,Hemitriccus_iohannis,Extant,Current,Current,No,LC,2.33,No
Hemitriccus_kaempferi,Hemitriccus_kaempferi,Extant,Current,Current,No,VU,1.959,No
Hemitriccus_striaticollis,Hemitriccus_striaticollis,Extant,Current,Current,No,LC,2.463,No
Hemitriccus_margaritaceiventer,Hemitriccus_margaritaceiventer,Extant,Current,Current,No,LC,2.452,No
Myiornis_auricularis,Myiornis_auricularis,Extant,Current,Current,No,LC,1.912,No
Myiornis_ecaudatus,Myiornis_ecaudatus,Extant,Current,Current,No,LC,2.15,No
Myiornis_albiventris,Myiornis_albiventris,Extant,Current,Current,No,LC,1.971,No
Myiornis_atricapillus,Myiornis_atricapillus,Extant,Current,Current,No,LC,2.274,No
Rhynchocyclus_fulvipectus,Rhynchocyclus_fulvipectus,Extant,Current,Current,No,LC,2.924,No
Tolmomyias_assimilis,Tolmomyias_assimilis,Extant,Current,Current,No,LC,2.695,No
Tolmomyias_sulphurescens,Tolmomyias_sulphurescens,Extant,Current,Current,No,LC,2.665,No
Tolmomyias_flavotectus,Tolmomyias_flavotectus,Extant,Current,Current,No,LC,2.534,No
Tolmomyias_flaviventris,Tolmomyias_flaviventris,Extant,Current,Current,No,LC,2.534,No
Tolmomyias_traylori,Tolmomyias_traylori,Extant,Current,Current,No,LC,2.417,No
Tolmomyias_poliocephalus,Tolmomyias_poliocephalus,Extant,Current,Current,No,LC,2.57,No
Tolmomyias_viridiceps,Tolmomyias_viridiceps,Extant,Current,Current,No,LC,2.534,No
Rhynchocyclus_pacificus,Rhynchocyclus_pacificus,Extant,Current,Current,No,LC,2.892,No
Rhynchocyclus_brevirostris,Rhynchocyclus_brevirostris,Extant,Current,Current,No,LC,2.883,No
Rhynchocyclus_olivaceus,Multiple,Extant,Current,Current,No,LC,2.433,No
Phylloscartes_paulista,Phylloscartes_paulista,Extant,Current,Current,No,NT,2.115,No
Phylloscartes_chapmani,Pogonotriccus_chapmani,Extant,Current,Current,No,LC,2.25,No
Phylloscartes_oustaleti,Phylloscartes_oustaleti,Extant,Current,Current,No,NT,2.247,No
Phylloscartes_eximius,Pogonotriccus_eximius,Extant,Current,Current,No,NT,2.12,No
Phylloscartes_parkeri,Phylloscartes_parkeri,Extant,Current,Current,No,LC,2.213,No
Phylloscartes_sylviolus,Phylloscartes_sylviolus,Extant,Current,Current,No,NT,2.142,No
Phylloscartes_flaviventris,Phylloscartes_flaviventris,Extant,Current,Current,No,LC,2.219,No
Phylloscartes_flavovirens,Phylloscartes_flavovirens,Extant,Current,Current,No,LC,2.27,No
Phylloscartes_kronei,Phylloscartes_kronei,Extant,Current,Current,No,LC,1.944,No
Phylloscartes_superciliaris,Phylloscartes_superciliaris,Extant,Current,Current,No,LC,2.22,No
Phylloscartes_poecilotis,Pogonotriccus_poecilotis,Extant,Current,Current,No,LC,2.27,No
Phylloscartes_difficilis,Phylloscartes_difficilis,Extant,Current,Current,No,LC,2.076,No
Phylloscartes_roquettei,Phylloscartes_roquettei,Extant,Current,Current,No,EN,1.99,No
Phylloscartes_venezuelanus,Pogonotriccus_venezuelanus,Extant,Current,Current,No,NT,2.271,No
Phylloscartes_ophthalmicus,Pogonotriccus_ophthalmicus,Extant,Current,Current,No,LC,2.315,No
Phylloscartes_orbitalis,Pogonotriccus_orbitalis,Extant,Current,Current,No,LC,2.168,No
Phylloscartes_virescens,Phylloscartes_virescens,Extant,Current,Current,No,LC,2.295,No
Phylloscartes_beckeri,Phylloscartes_beckeri,Extant,Current,Current,No,EN,2.238,No
Phylloscartes_ceciliae,Phylloscartes_ceciliae,Extant,Current,Current,No,CR,2.209,No
Phylloscartes_nigrifrons,Phylloscartes_nigrifrons,Extant,Current,Current,No,LC,2.305,No
Phylloscartes_gualaquizae,Phylloscartes_gualaquizae,Extant,Current,Current,No,NT,2.268,No
Phylloscartes_ventralis,Phylloscartes_ventralis,Extant,Current,Current,No,LC,2.2,No
Phylloscartes_lanyoni,Pogonotriccus_lanyoni,Extant,Current,Current,No,EN,2.243,No
Mionectes_striaticollis,Mionectes_striaticollis,Extant,Current,Current,No,LC,2.861,No
Mionectes_olivaceus,Multiple,Extant,Current,Current,No,LC,2.4115,No
Mionectes_rufiventris,Mionectes_rufiventris,Extant,Current,Current,No,LC,2.638,No
Mionectes_oleagineus,Mionectes_oleagineus,Extant,Current,Current,No,LC,2.217,No
Mionectes_macconnelli,Multiple,Extant,Current,Current,No,LC,2.4175,No
Leptopogon_taczanowskii,Leptopogon_taczanowskii,Extant,Current,Current,No,NT,2.379,No
Leptopogon_amaurocephalus,Leptopogon_amaurocephalus,Extant,Current,Current,No,LC,2.481,No
Leptopogon_superciliaris,Multiple,Extant,Current,Current,No,LC,2.5715,No
Leptopogon_rufipectus,Leptopogon_rufipectus,Extant,Current,Current,No,LC,2.48,No
Corythopis_delalandi,Corythopis_delalandi,Extant,Current,Current,No,LC,2.69,No
Corythopis_torquatus,Corythopis_torquatus,Extant,Current,Current,No,LC,2.809,No
Pseudotriccus_pelzelni,Pseudotriccus_pelzelni,Extant,Current,Current,No,LC,2.404,No
Pseudotriccus_ruficeps,Pseudotriccus_ruficeps,Extant,Current,Current,No,LC,2.392,No
Pseudotriccus_simplex,Pseudotriccus_simplex,Extant,Current,Current,No,LC,2.265,No
Tachuris_rubrigastra,Tachuris_rubrigastra,Extant,Current,Current,No,LC,1.947,No
Conopias_trivirgatus,Conopias_trivirgatus,Extant,Current,Current,No,LC,2.803,No
Conopias_parvus,Conopias_parvus,Extant,Current,Current,No,LC,3.02,No
Conopias_albovittatus,Conopias_albovittatus,Extant,Current,Current,No,LC,3.206,No
Conopias_cinchoneti,Conopias_cinchoneti,Extant,Current,Current,No,VU,2.938,No
Piprites_pileata,Piprites_pileata,Extant,Current,Current,No,NT,2.348,No
Piprites_griseiceps,Piprites_griseiceps,Extant,Current,Current,No,LC,2.553,No
Piprites_chloris,Piprites_chloris,Extant,Current,Current,No,LC,2.655,No
Tityra_semifasciata,Tityra_semifasciata,Extant,Current,Current,No,LC,3.699,No
Tityra_cayana,Multiple,Extant,Current,Current,No,LC,2.8665,No
Tityra_inquisitor,Tityra_inquisitor,Extant,Current,Current,No,LC,3.066,No
Xenopsaris_albinucha,Xenopsaris_albinucha,Extant,Current,Current,No,LC,2.171,No
Pachyramphus_major,Multiple,Extant,Current,Current,No,LC,2.506,No
Pachyramphus_albogriseus,Pachyramphus_albogriseus,Extant,Current,Current,No,LC,2.489,No
Pachyramphus_polychopterus,Pachyramphus_polychopterus,Extant,Current,Current,No,LC,2.746,No
Pachyramphus_marginatus,Pachyramphus_marginatus,Extant,Current,Current,No,LC,2.494,No
Pachyramphus_castaneus,Pachyramphus_castaneus,Extant,Current,Current,No,LC,2.289,No
Pachyramphus_cinnamomeus,Pachyramphus_cinnamomeus,Extant,Current,Current,No,LC,2.452,No
Pachyramphus_surinamus,Pachyramphus_surinamus,Extant,Current,Current,No,LC,2.599,No
Pachyramphus_viridis,Multiple,Extant,Current,Current,No,LC,2.506,No
Pachyramphus_xanthogenys,Pachyramphus_xanthogenys,Extant,Current,Current,No,LC,2.506,No
Pachyramphus_spodiurus,Pachyramphus_spodiurus,Extant,Current,Current,No,VU,2.551,No
Pachyramphus_rufus,Pachyramphus_rufus,Extant,Current,Current,No,LC,2.355,No
Pachyramphus_versicolor,Pachyramphus_versicolor,Extant,Current,Current,No,LC,2.593,No
Pachyramphus_minor,Pachyramphus_minor,Extant,Current,Current,No,LC,2.984,No
Pachyramphus_homochrous,Pachyramphus_homochrous,Extant,Current,Current,No,LC,2.988,No
Pachyramphus_aglaiae,Pachyramphus_aglaiae,Extant,Current,Current,No,LC,2.608,No
Pachyramphus_validus,Pachyramphus_validus,Extant,Current,Current,No,LC,2.83,No
Pachyramphus_niger,Pachyramphus_niger,Extant,Current,Current,Yes,LC,3.13,Yes
Iodopleura_pipra,Iodopleura_pipra,Extant,Current,Current,No,EN,2.762,No
Iodopleura_isabellae,Iodopleura_isabellae,Extant,Current,Current,No,LC,2.768,No
Iodopleura_fusca,Iodopleura_fusca,Extant,Current,Current,No,LC,2.634,No
Schiffornis_turdina,Multiple,Extant,Current,Current,No,LC,3.327,No
Schiffornis_virescens,Schiffornis_virescens,Extant,Current,Current,No,LC,3.346,No
Schiffornis_major,Schiffornis_major,Extant,Current,Current,No,LC,3.048,No
Laniocera_hypopyrra,Laniocera_hypopyrra,Extant,Current,Current,No,LC,3.67,No
Laniocera_rufescens,Laniocera_rufescens,Extant,Current,Current,No,LC,3.041,No
Laniisoma_buckleyi,Laniisoma_buckleyi,Extant,Current,Current,No,NT,2.534,No
Laniisoma_elegans,Laniisoma_elegans,Extant,Current,Current,No,NT,2.534,No
Myiobius_barbatus,Myiobius_barbatus,Extant,Current,Current,No,LC,2.172,No
Myiobius_atricaudus,Myiobius_atricaudus,Extant,Current,Current,No,LC,2.094,No
Myiobius_villosus,Myiobius_villosus,Extant,Current,Current,No,LC,1.901,No
Myiobius_sulphureipygius,Myiobius_sulphureipygius,Extant,Current,Current,No,LC,2.194,No
Terenotriccus_erythrurus,Terenotriccus_erythrurus,Extant,Current,Current,No,LC,2.219,No
Onychorhynchus_coronatus,Onychorhynchus_coronatus,Extant,Current,Current,No,LC,2.798,No
Onychorhynchus_mexicanus,Onychorhynchus_mexicanus,Extant,Current,Current,No,LC,2.87,No
Onychorhynchus_occidentalis,Onychorhynchus_occidentalis,Extant,Current,Current,No,VU,2.456,No
Onychorhynchus_swainsoni,Onychorhynchus_swainsoni,Extant,Current,Current,No,VU,2.315,No
Corapipo_gutturalis,Corapipo_gutturalis,Extant,Current,Current,No,LC,2.234,No
Corapipo_altera,Corapipo_leucorrhoa,Extant,Current,Current,No,LC,2.542,No
Corapipo_leucorrhoa,Corapipo_leucorrhoa,Extant,Current,Current,No,LC,2.542,No
Masius_chrysopterus,Masius_chrysopterus,Extant,Current,Current,No,LC,2.713,No
Ilicura_militaris,Ilicura_militaris,Extant,Current,Current,No,LC,2.388,No
Antilophia_galeata,Antilophia_galeata,Extant,Current,Current,No,LC,2.936,No
Antilophia_bokermanni,Antilophia_bokermanni,Extant,Current,Current,No,CR,2.754,No
Chiroxiphia_caudata,Chiroxiphia_caudata,Extant,Current,Current,No,LC,3.346,No
Chiroxiphia_pareola,Chiroxiphia_pareola,Extant,Current,Current,No,LC,3.007,No
Chiroxiphia_linearis,Chiroxiphia_linearis,Extant,Current,Current,No,LC,2.807,No
Chiroxiphia_lanceolata,Chiroxiphia_lanceolata,Extant,Current,Current,No,LC,2.843,No
Chiroxiphia_boliviana,Chiroxiphia_boliviana,Extant,Current,Current,No,LC,2.57,No
Xenopipo_flavicapilla,Chloropipo_flavicapilla,Extant,Current,Current,No,VU,2.73,No
Xenopipo_holochlora,Multiple,Extant,Current,Current,No,LC,2.534,No
Xenopipo_unicolor,Chloropipo_unicolor,Extant,Current,Current,No,LC,2.619,No
Xenopipo_atronitens,Xenopipo_atronitens,Extant,Current,Current,No,LC,2.666,No
Xenopipo_uniformis,Xenopipo_uniformis,Extant,Current,Current,No,LC,2.712,No
Lepidothrix_serena,Lepidothrix_serena,Extant,Current,Current,No,LC,2.354,No
Lepidothrix_nattereri,Lepidothrix_nattereri,Extant,Current,Current,No,LC,2.095,No
Lepidothrix_suavissima,Lepidothrix_suavissima,Extant,Current,Current,No,LC,2.128,No
Lepidothrix_isidorei,Lepidothrix_isidorei,Extant,Current,Current,No,NT,2.096,No
Lepidothrix_coronata,Lepidothrix_coronata,Extant,Current,Current,No,LC,2.2,No
Lepidothrix_vilasboasi,Lepidothrix_vilasboasi,Extant,Current,Current,No,LC,1.936,No
Lepidothrix_iris,Lepidothrix_iris,Extant,Current,Current,No,VU,2.097,No
Lepidothrix_coeruleocapilla,Lepidothrix_coeruleocapilla,Extant,Current,Current,No,LC,2.148,No
Pipra_filicauda,Pipra_filicauda,Extant,Current,Current,No,LC,3.094,No
Pipra_chloromeros,Ceratopipra_chloromeros,Extant,Current,Current,No,LC,3.066,No
Pipra_aureola,Pipra_aureola,Extant,Current,Current,No,LC,3.122,No
Pipra_fasciicauda,Pipra_fasciicauda,Extant,Current,Current,No,LC,3.615,No
Pipra_cornuta,Ceratopipra_cornuta,Extant,Current,Current,No,LC,3.389,No
Machaeropterus_pyrocephalus,Machaeropterus_pyrocephalus,Extant,Current,Current,No,LC,2.39,No
Machaeropterus_regulus,Multiple,Extant,Current,Current,No,LC,2.534,No
Pipra_rubrocapilla,Ceratopipra_rubrocapilla,Extant,Current,Current,No,LC,2.87,No
Pipra_mentalis,Ceratopipra_mentalis,Extant,Current,Current,No,LC,3.382,No
Pipra_erythrocephala,Ceratopipra_erythrocephala,Extant,Current,Current,No,LC,3.149,No
Pipra_pipra,Pseudopipra_pipra,Extant,Current,Current,No,LC,2.47,No
Machaeropterus_deliciosus,Machaeropterus_deliciosus,Extant,Current,Current,No,LC,2.444,No
Manacus_manacus,Manacus_manacus,Extant,Current,Current,No,LC,3.626,No
Manacus_vitellinus,Manacus_vitellinus,Extant,Current,Current,No,LC,2.464,No
Manacus_candei,Manacus_candei,Extant,Current,Current,No,LC,2.532,No
Manacus_aurantiacus,Manacus_aurantiacus,Extant,Current,Current,No,LC,2.379,No
Heterocercus_aurantiivertex,Heterocercus_aurantiivertex,Extant,Current,Current,No,LC,2.936,No
Heterocercus_flavivertex,Heterocercus_flavivertex,Extant,Current,Current,No,LC,2.865,No
Heterocercus_linteatus,Heterocercus_linteatus,Extant,Current,Current,No,LC,2.81,No
Tyranneutes_virescens,Tyranneutes_virescens,Extant,Current,Current,No,LC,2.225,No
Tyranneutes_stolzmanni,Tyranneutes_stolzmanni,Extant,Current,Current,No,LC,2.208,No
Neopelma_pallescens,Neopelma_pallescens,Extant,Current,Current,No,LC,2.279,No
Neopelma_chrysolophum,Neopelma_chrysolophum,Extant,Current,Current,No,LC,2.308,No
Neopelma_aurifrons,Neopelma_aurifrons,Extant,Current,Current,No,NT,2.306,No
Neopelma_sulphureiventer,Neopelma_sulphureiventer,Extant,Current,Current,No,LC,2.082,No
Neopelma_chrysocephalum,Neopelma_chrysocephalum,Extant,Current,Current,No,LC,2.384,No
Phytotoma_rutila,Phytotoma_rutila,Extant,Current,Current,No,LC,2.81,No
Phytotoma_raimondii,Phytotoma_raimondii,Extant,Current,Current,No,VU,2.957,No
Phytotoma_rara,Phytotoma_rara,Extant,Current,Current,No,LC,2.907,No
Doliornis_sclateri,Doliornis_sclateri,Extant,Current,Current,No,VU,3.593,No
Doliornis_remseni,Doliornis_remseni,Extant,Current,Current,No,VU,3.669,No
Ampelion_rubrocristatus,Ampelion_rubrocristatus,Extant,Current,Current,No,LC,3.671,No
Ampelion_rufaxilla,Ampelion_rufaxilla,Extant,Current,Current,No,LC,3.728,No
Zaratornis_stresemanni,Zaratornis_stresemanni,Extant,Current,Current,No,VU,3.016,No
Snowornis_subalaris,Snowornis_subalaris,Extant,Current,Current,No,LC,3.832,No
Snowornis_cryptolophus,Snowornis_cryptolophus,Extant,Current,Current,No,LC,3.779,No
Calyptura_cristata,Calyptura_cristata,Extant,Current,Current,No,CR,1.922,No
Querula_purpurata,Querula_purpurata,Extant,Current,Current,No,LC,6.026,No
Cephalopterus_ornatus,Cephalopterus_ornatus,Extant,Current,Current,No,LC,6.882,No
Cephalopterus_glabricollis,Cephalopterus_glabricollis,Extant,Current,Current,No,EN,6.154,No
Cephalopterus_penduliger,Cephalopterus_penduliger,Extant,Current,Current,No,VU,6.248,No
Perissocephalus_tricolor,Perissocephalus_tricolor,Extant,Current,Current,No,LC,6.251,No
Pyroderus_scutatus,Pyroderus_scutatus,Extant,Current,Current,No,LC,6.494,No
Haematoderus_militaris,Haematoderus_militaris,Extant,Current,Current,No,LC,4.938,No
Tijuca_condita,Lipaugus_conditus,Extant,Current,Current,No,VU,3.708,No
Tijuca_atra,Lipaugus_ater,Extant,Current,Current,No,LC,3.709,No
Lipaugus_vociferans,Lipaugus_vociferans,Extant,Current,Current,No,LC,3.791,No
Lipaugus_streptophorus,Lipaugus_streptophorus,Extant,Current,Current,No,LC,3.554,No
Lipaugus_weberi,Lipaugus_weberi,Extant,Current,Current,No,CR,3.704,No
Lipaugus_fuscocinereus,Lipaugus_fuscocinereus,Extant,Current,Current,No,LC,4.336,No
Lipaugus_lanioides,Lipaugus_lanioides,Extant,Current,Current,No,NT,4.742,No
Lipaugus_uropygialis,Lipaugus_uropygialis,Extant,Current,Current,No,VU,4.043,No
Lipaugus_unirufus,Lipaugus_unirufus,Extant,Current,Current,No,LC,4.828,No
Procnias_albus,Procnias_albus,Extant,Current,Current,No,LC,5.35,No
Procnias_nudicollis,Procnias_nudicollis,Extant,Current,Current,No,NT,5.755,No
Procnias_tricarunculatus,Procnias_tricarunculatus,Extant,Current,Current,No,VU,5.408,No
Procnias_averano,Procnias_averano,Extant,Current,Current,No,LC,5.633,No
Phibalura_flavirostris,Multiple,Extant,Current,Current,No,NT,2.841,No
Gymnoderus_foetidus,Gymnoderus_foetidus,Extant,Current,Current,No,LC,6.014,No
Conioptilon_mcilhennyi,Conioptilon_mcilhennyi,Extant,Current,Current,No,LC,3.668,No
Carpodectes_hopkei,Carpodectes_hopkei,Extant,Current,Current,No,LC,4.067,No
Carpodectes_antoniae,Carpodectes_antoniae,Extant,Current,Current,No,EN,4.7,No
Carpodectes_nitidus,Carpodectes_nitidus,Extant,Current,Current,No,LC,4.733,No
Xipholena_lamellipennis,Xipholena_lamellipennis,Extant,Current,Current,No,NT,3.188,No
Xipholena_atropurpurea,Xipholena_atropurpurea,Extant,Current,Current,No,VU,3.935,No
Xipholena_punicea,Xipholena_punicea,Extant,Current,Current,No,LC,3.871,No
Porphyrolaema_porphyrolaema,Porphyrolaema_porphyrolaema,Extant,Current,Current,No,LC,3.58,No
Cotinga_amabilis,Cotinga_amabilis,Extant,Current,Current,No,LC,3.265,No
Cotinga_nattererii,Cotinga_nattererii,Extant,Current,Current,No,LC,3.372,No
Cotinga_cayana,Cotinga_cayana,Extant,Current,Current,No,LC,3.242,No
Cotinga_maynana,Cotinga_maynana,Extant,Current,Current,No,LC,3.348,No
Cotinga_maculata,Cotinga_maculata,Extant,Current,Current,No,CR,3.19,No
Cotinga_ridgwayi,Cotinga_ridgwayi,Extant,Current,Current,No,VU,3.291,No
Cotinga_cotinga,Cotinga_cotinga,Extant,Current,Current,No,LC,3.186,No
Carpornis_cucullata,Carpornis_cucullata,Extant,Current,Current,No,NT,3.673,No
Carpornis_melanocephala,Carpornis_melanocephala,Extant,Current,Current,No,VU,3.53,No
Phoenicircus_nigricollis,Phoenicircus_nigricollis,Extant,Current,Current,No,LC,3.943,No
Phoenicircus_carnifex,Phoenicircus_carnifex,Extant,Current,Current,No,LC,3.869,No
Rupicola_rupicola,Rupicola_rupicola,Extant,Current,Current,No,LC,4.708,No
Rupicola_peruvianus,Rupicola_peruvianus,Extant,Current,Current,No,LC,4.196,No
Ampelioides_tschudii,Ampelioides_tschudii,Extant,Current,Current,No,LC,3.816,No
Pipreola_aureopectus,Pipreola_aureopectus,Extant,Current,Current,No,LC,3.249,No
Pipreola_whitelyi,Pipreola_whitelyi,Extant,Current,Current,No,LC,3.321,No
Pipreola_riefferii,Pipreola_riefferii,Extant,Current,Current,No,LC,3.409,No
Pipreola_intermedia,Pipreola_intermedia,Extant,Current,Current,No,LC,3.263,No
